0,1,2,3,4,5,6,7,8,9,10,11
-0.210012561,-0.137400999,-0.967995766,-0.13048202,0.985157808,-0.111528191,0.968952672,0.102883722,-0.224823874,-0.00049767422,0.00393897248,-0.00468337117
-0.2089435,-0.137428037,-0.96822306,-0.132216303,0.984955684,-0.1112706,0.968948506,0.104765604,-0.223970315,-0.000829244731,-0.00166666496,0.00539068691
-0.2084236,-0.13738,-0.96834205,-0.13301179,0.98486835,-0.11109547,0.96895172,0.10564599,-0.22354296,0.00280336,-0.0024265,0.00765839
-0.2076276,-0.13725908,-0.96853015,-0.13438553,0.98472133,-0.11074491,0.96893304,0.10716274,-0.22290096,0.00888695,-0.00378728,0.01065992
-0.2071376,-0.13716222,-0.96864888,-0.13543333,0.98460966,-0.110461,0.96889212,0.10830672,-0.22252602,0.00805947,-0.00185359,0.01229746
-0.207076761,-0.137187619,-0.968658254,-0.135937612,0.984549481,-0.11037792,0.968834466,0.108820388,-0.222526275,0.0118676312,-0.000120937817,0.0113108754
-0.20707812,-0.13711963,-0.96866758,-0.13694461,0.98444358,-0.1100773,0.96869234,0.1098592,-0.22263452,0.00985895,-0.00274694,0.00770343
-0.20707856,-0.13701774,-0.96868188,-0.13751589,0.98439018,-0.10984238,0.96861129,0.11046315,-0.22268822,0.01079424,-0.0037232,0.00455695
-0.207048618,-0.137039947,-0.968685151,-0.138697267,0.984251808,-0.109596744,0.968449243,0.111662129,-0.222795043,0.00919756386,-0.00327289081,0.000103990315
-0.20667977,-0.13713817,-0.96874998,-0.1398977,0.98409668,-0.10946393,0.96835532,0.11290192,-0.22257819,0.005497,0.00307888,0.00588153
-0.20600267,-0.13716724,-0.96889012,-0.14099709,0.98395558,-0.10932168,0.96834019,0.11409013,-0.22203766,0.00370597,0.00625247,0.0082607
-0.2056793,-0.13702873,-0.96897838,-0.14156717,0.98389953,-0.10908919,0.96832573,0.11473813,-0.22176654,0.00636789,0.00621718,0.01138456
-0.20490938,-0.13651861,-0.96921341,-0.14259072,0.98382455,-0.10843036,0.96833871,0.11598244,-0.22106117,0.0042308,0.00233763,0.01657656
-0.20490938,-0.13651861,-0.96921341,-0.14259072,0.98382455,-0.10843036,0.96833871,0.11598244,-0.22106117,0.0042308,0.00233763,0.01657656
-0.20395449,-0.1355075,-0.96955665,-0.14382483,0.98377539,-0.10723994,0.96835779,0.11757425,-0.22013475,0.01207011,-0.00453514,0.02075283
-0.20347724,-0.13509936,-0.96971393,-0.14411021,0.98377932,-0.10681995,0.96841582,0.11801025,-0.2196459,0.01424053,-0.00771218,0.0226464
-0.20340035,-0.1348304,-0.96976743,-0.14410228,0.98380884,-0.10655839,0.96843308,0.11807168,-0.21953643,0.01331423,-0.00285494,0.01972928
-0.20341588,-0.13481182,-0.96976676,-0.14398883,0.98382492,-0.10656334,0.9684467,0.1179589,-0.21953701,0.01281959,-0.00611627,0.01242872
-0.20361635,-0.13473725,-0.96973504,-0.14375196,0.98386461,-0.10651666,0.96843975,0.11771278,-0.21969966,0.01459929,-0.0010491,0.00798237
-0.203986164,-0.134732549,-0.969657944,-0.143397885,0.983913022,-0.106546743,0.968414392,0.117312838,-0.220025005,0.00970033184,0.000473499269,0.00320077455
-0.204109652,-0.13473088,-0.969632234,-0.143279864,0.983929137,-0.106556705,0.968405886,0.117179523,-0.220133656,0.0102686696,0.00089633459,0.00153248897
-0.204356095,-0.13483517,-0.969565811,-0.142936402,0.98396243,-0.106710439,0.968404652,0.116779321,-0.220351574,0.0100380806,-0.000768840255,-0.00132986484
-0.20444849,-0.13490456,-0.96953671,-0.14254296,0.98400337,-0.10685911,0.96844317,0.11635345,-0.2204077,0.00399992,-0.00822765,-0.00231477
-0.20446398,-0.13493971,-0.96952859,-0.14237575,0.98401977,-0.10693097,0.96846454,0.11617383,-0.22040874,0.00829617,0.00353378,-0.00335266
-0.204417767,-0.135009779,-0.969528544,-0.14176491,0.984084499,-0.107146664,0.968563859,0.115542446,-0.220304005,0.0127971396,0.000120341771,-0.00249938224
-0.20444878,-0.13497266,-0.96952723,-0.14153769,0.98411609,-0.10715692,0.9685906,0.11531654,-0.22030505,0.00493228,0.00228733,-0.00182828
-0.20451003,-0.13500604,-0.96950954,-0.14097578,0.98417993,-0.10731121,0.96865949,0.11473114,-0.22030725,0.00578452,0.01068252,-0.00442879
-0.20484856,-0.13491121,-0.96945143,-0.14050656,0.98425031,-0.10728113,0.9686563,0.1142379,-0.22057817,0.01015316,0.00901276,-0.01579353
-0.205217674,-0.134959978,-0.96936646,-0.140098078,0.984297794,-0.107379605,0.968637217,0.113770185,-0.220902938,0.00642433297,0.000926852168,-0.0317241848
-0.20541781,-0.13517354,-0.9692943,-0.14004155,0.98428335,-0.1075855,0.96860296,0.1136415,-0.22111925,0.00260306,0.00783867,-0.04028092
-0.20554133,-0.135855934,-0.969172716,-0.140177533,0.984193041,-0.108232688,0.968557096,0.11360995,-0.221336296,-0.000131399836,0.0188353639,-0.0284217391
-0.205772346,-0.136340407,-0.969055746,-0.140523903,0.984101204,-0.108617926,0.968457938,0.11382493,-0.221659899,0.000876198756,0.0152637353,-0.0132398531
-0.20611066,-0.13644592,-0.96896896,-0.1407922,0.98406227,-0.1086232,0.96834699,0.11403487,-0.22203625,0.00442893,0.00238138,-0.01587301
-0.20730989,-0.13663363,-0.96868668,-0.14107763,0.98402344,-0.10860468,0.96804945,0.11414519,-0.22327374,0.00454346,-0.01956409,-0.04827781
-0.208815449,-0.136938047,-0.968320134,-0.140007226,0.984134558,-0.108982315,0.967881133,0.112814625,-0.224674816,-0.0027624229,0.000273942918,-0.069505401
-0.209659765,-0.136977768,-0.968132072,-0.138789022,0.984282252,-0.109206477,0.967874075,0.111469899,-0.225375396,-6.19888306e-06,0.0141913285,-0.0808054134
-0.21132779,-0.13677687,-0.96779765,-0.13535098,0.98471578,-0.10961266,0.9679981,0.10782816,-0.22661069,0.00149052,0.00175422,-0.08786684
-0.213066731,-0.136160069,-0.967503602,-0.132599805,0.985109634,-0.109436298,0.967997973,0.104973555,-0.227948888,9.14055854e-05,0.0037962792,-0.0949471593
-0.21378284,-0.13585887,-0.9673879,-0.13183709,0.98523482,-0.10923063,0.9679442,0.10418597,-0.22853754,0.00141632,0.00598687,-0.08435801
-0.21500243,-0.1353089,-0.96719456,-0.1311759,0.98538246,-0.1086936,0.96776376,0.10350322,-0.22960889,0.00622845,0.01827794,-0.08403636
-0.2163232,-0.13395856,-0.96708797,-0.13038258,0.98563361,-0.10736279,0.96757657,0.10286636,-0.23068128,0.00511446,0.00128466,-0.07532761
-0.216967433,-0.13284273,-0.967097689,-0.129076981,0.985902532,-0.10646751,0.967607495,0.101730068,-0.23105568,2.88719311e-05,-0.016238926,-0.0702967942
-0.21712937,-0.1325174,-0.96710595,-0.12840971,0.98601012,-0.10627788,0.96765993,0.10110974,-0.23110828,-0.00648826,-0.0056231,-0.05631499
-0.21717746,-0.13188319,-0.96718192,-0.1270961,0.98621669,-0.10593975,0.96782261,0.09991733,-0.23094588,-0.00183835,0.0236395,-0.03310389
-0.21745202,-0.13085587,-0.96725976,-0.12606488,0.98643786,-0.10510944,0.96789584,0.09908123,-0.23099923,0.00105228,0.01447326,-0.02518341
-0.218086444,-0.129547443,-0.967292985,-0.126497644,0.986541597,-0.10360513,0.967696546,0.0997654095,-0.231538795,-0.000566041563,0.00208610273,-0.023822099
-0.2180477,-0.12953501,-0.96730325,-0.12940284,0.98623846,-0.10290091,0.96732094,0.10273448,-0.23180923,0.00218534,0.01677733,-0.00354459
-0.21803078,-0.12948898,-0.96731337,-0.13409421,0.98573309,-0.10173012,0.96668573,0.10753082,-0.23228388,0.00603689,0.02891391,0.01049165
-0.2181193,-0.12933324,-0.96731421,-0.13688552,0.98543573,-0.10088987,0.9662744,0.11040528,-0.2326464,0.00907343,0.0327335,0.01647314
-0.21824272,-0.12882518,-0.96735412,-0.1430605,0.98476333,-0.09886801,0.96535155,0.11681294,-0.23334723,0.00536358,0.00361115,0.01397431
-0.21812333,-0.12844939,-0.96743112,-0.14967844,0.98397512,-0.09689852,0.96437471,0.12366775,-0.23385404,0.00514409,-0.02341664,0.01433471
