0,1,2,3,4,5,6,7,8,9,10,11
-0.43864439,0.32715737,-0.83699411,0.23149079,0.94108307,0.24652519,0.86833352,-0.08561953,-0.48853472,-0.002952,-0.00261962,-0.00659591
-0.43864439,0.32715737,-0.83699411,0.23149079,0.94108307,0.24652519,0.86833352,-0.08561953,-0.48853472,-0.002952,-0.00261962,-0.00659591
-0.438818916,0.327362341,-0.836822465,0.231535759,0.941023308,0.246711014,0.86823334,-0.0854928634,-0.488734916,0.00226824847,-0.000204086304,-0.00554887066
-0.43884802,0.32736736,-0.83680517,0.23161077,0.94101528,0.2466712,0.86819855,-0.08556191,-0.4887845,-0.00349209,0.00444221,-0.00777966
-0.43873287,0.32748225,-0.83682078,0.23161777,0.94097737,0.24680923,0.86825506,-0.08553926,-0.48868842,0.00213707,0.00626624,-0.00177022
-0.43867511,0.32758001,-0.83681274,0.2315794,0.94095063,0.24694714,0.86829442,-0.08545904,-0.4886324,,,
-0.4386175,0.32771819,-0.83678891,0.23149911,0.94091606,0.24715408,0.86834501,-0.0853098,-0.48856872,0.00360833,-0.00374132,0.00320422
-0.438587504,0.327524546,-0.83688037,0.231396363,0.940982459,0.246997447,0.868387474,-0.0853210843,-0.488491137,0.0040445393,0.000759959221,0.004891288
-0.43861651,0.3275699,-0.83684725,0.23142945,0.94096666,0.2470266,0.86836384,-0.08532114,-0.48853284,,,
-0.43861723,0.32775852,-0.83677303,0.23145721,0.94090825,0.247223,0.86835609,-0.08524088,-0.48856065,0.00432638,0.00345969,-0.00377706
-0.4385894,0.32800953,-0.83668925,0.23156342,0.94082282,0.24744857,0.86834183,-0.08521829,-0.48858993,0.00731082,0.00166792,-0.00181193
-0.43856023,0.32792377,-0.83673817,0.23157224,0.94084647,0.24735039,0.86835423,-0.08528728,-0.48855588,,,
-0.43855978,0.32769486,-0.83682829,0.2315864,0.94091269,0.24708511,0.86835087,-0.08543647,-0.48853614,0.00459461,0.00737453,-0.00336059
-0.43844412,0.32776923,-0.83685955,0.23163531,0.94088255,0.24715399,0.86839603,-0.08548299,-0.48844735,,,
-0.43841568,0.32787205,-0.83683424,0.23167187,0.94084776,0.24725218,0.8684007,-0.08547171,-0.48844114,,,
-0.43838705,0.32797485,-0.83680886,0.23170841,0.94081295,0.24735037,0.86840531,-0.08546043,-0.48843474,0.0049362,-0.00125891,0.00237398
-0.43841575,0.32783168,-0.83685008,0.23171378,0.94085556,0.24718321,0.86838954,-0.08554068,-0.48844902,0.00489149,0.00455153,0.00302994
-0.43853108,0.32771687,-0.83683454,0.23170677,0.94089351,0.24704529,0.8683331,-0.08556319,-0.48854526,0.00400967,0.00226104,0.00585545
-0.43896624,0.32792611,-0.83652444,0.23179872,0.94083531,0.24718066,0.86808872,-0.08540133,-0.48900779,-0.00256884,0.00170094,-0.00690499
-0.438995914,0.328200318,-0.836401219,0.231817787,0.940753218,0.24747503,0.868068523,-0.0852521449,-0.48906949,0.000937262084,-0.0036610961,-0.00602102419
-0.43893879,0.32848655,-0.83631881,0.23180729,0.94066784,0.24780919,0.86810019,-0.08509172,-0.48904118,0.00114544,-0.00684905,-0.0025391
-0.43885119,0.32826974,-0.83644978,0.23179166,0.94073103,0.24758379,0.86814854,-0.08522962,-0.48893112,,,
-0.43876404,0.32805296,-0.83658084,0.23177613,0.94079416,0.24735841,0.86819702,-0.0853675,-0.48882149,0.00115524,0.00741565,-0.00163233
-0.4386471,0.32779062,-0.83674478,0.23172752,0.94087306,0.24710369,0.8682689,-0.08550547,-0.48866934,0.00373882,0.00404346,-0.00168286
-0.43853177,0.32790543,-0.83676032,0.23173454,0.9408351,0.24724161,0.86832535,-0.08548296,-0.4885731,,,
-0.43841632,0.32797985,-0.83679163,0.23178342,0.94080494,0.24731055,0.86837058,-0.08552944,-0.48848453,,,
-0.4382716,0.32804924,-0.83684016,0.23175731,0.94078278,0.24741927,0.86845052,-0.08550698,-0.48834619,0.00444751,0.0038271,-0.00147438
-0.4381846,0.3280209,-0.83689677,0.23176958,0.94078742,0.24739013,0.86849109,-0.08556465,-0.48826383,0.00096171,0.00761437,0.00204115
-0.43812689,0.32799758,-0.83693615,0.23185693,0.94078402,0.24732122,0.86849692,-0.08569135,-0.48823128,0.00659731,0.00697434,0.00144603
-0.43806974,0.32812235,-0.83691711,0.23201387,0.94072998,0.24737958,0.86848378,-0.08580685,-0.48823428,,,
-0.438041942,0.328332941,-0.836849191,0.232162007,0.940652258,0.247536109,0.868458341,-0.0858533805,-0.488271576,0.003835788,-0.000284135342,0.00327305868
-0.43804258,0.32844069,-0.83680661,0.23227358,0.94060937,0.24759443,0.86842822,-0.08591116,-0.48831504,0.00664255,0.0037061,0.00214794
