0,1,2,3,4,5,6,7,8,9,10,11
-0.585164143,0.00308825012,-0.810909183,-0.175537038,0.975800264,0.130386338,0.791688063,0.218641971,-0.570461227,0.0047583282,0.000534295978,0.00292083109
-0.58485117,0.00291561,-0.81113537,-0.1753522,0.97589281,0.12994164,0.79196003,0.2182309,-0.57024079,-0.00388965,0.00602835,0.00175506
-0.584433389,0.00281278561,-0.81143659,-0.175003766,0.976023471,0.129428978,0.792345211,0.217647115,-0.569928452,-0.00492923753,0.00381284929,-0.000633099582
-0.5841289,0.00275325,-0.81165623,-0.17477902,0.97610794,0.12909523,0.79261952,0.21726874,-0.56969165,-0.00859624,0.00200623,-0.00274036
-0.583589273,0.00270612765,-0.812044482,-0.174554144,0.976200446,0.128699414,0.793066463,0.216853327,-0.569227743,-0.0071069221,-0.000557541789,0.00284254085
-0.58304071,0.00272332,-0.81243832,-0.17454259,0.97622462,0.12853161,0.79347232,0.21674426,-0.56870336,-0.00474806,-0.00379896,0.00573517
-0.58280566,0.00273574,-0.81260699,-0.17454255,0.97623282,0.12846936,0.79364508,0.21670716,-0.56847651,-0.0097015,-0.00774521,0.00184331
-0.58232676,0.00261099,-0.81295062,-0.17454666,0.97627202,0.12816551,0.79399559,0.21653202,-0.56805359,-0.00818913,0.0014798,0.00137204
-0.58232676,0.00261099,-0.81295062,-0.17454666,0.97627202,0.12816551,0.79399559,0.21653202,-0.56805359,-0.00818913,0.0014798,0.00137204
-0.58182102,0.00249188,-0.81331318,-0.17432875,0.97637179,0.12770126,0.79441427,0.21608313,-0.56763922,-0.01011765,-0.01550382,0.00260895
-0.581533456,0.0022757686,-0.813519225,-0.174328874,0.976417885,0.127348166,0.794624535,0.215877124,-0.567422933,-0.0141590685,0.000512242259,0.00800209679
-0.58139471,0.00199725,-0.81361917,-0.17442663,0.97644077,0.12703845,0.79470466,0.21577634,-0.56734912,-0.01229711,0.00100905,0.00500708
-0.581377975,0.00180536055,-0.813631695,-0.174539996,0.976440649,0.126883613,0.794692132,0.215778595,-0.567365981,-0.0199541561,0.000196754918,0.00504281605
-0.58147539,0.00123899,-0.81356275,-0.17504743,0.97638686,0.12659814,0.79450884,0.21602582,-0.56752804,-0.01820002,-0.00540078,-0.00117654
-0.5814851,0.00100556,-0.81355634,-0.17534774,0.97634108,0.12653565,0.79443571,0.21623387,-0.56755147,-0.0239502,0.00103843,-0.00444035
-0.581460361,0.000710297494,-0.813574392,-0.176188951,0.976158671,0.126774218,0.794267744,0.217057007,-0.567472426,-0.0259338375,0.0133945337,-0.00410392182
-0.581487681,0.000474721123,-0.81355494,-0.177543146,0.975822873,0.127468229,0.793946029,0.218562332,-0.567344693,-0.0302126966,0.013873755,-0.00902950671
-0.581470219,7.23162314e-05,-0.813567607,-0.180163245,0.975160642,0.128852338,0.793368428,0.221498791,-0.567013842,-0.0275548752,0.00399202062,-0.013565015
-0.581250095,-0.000255959771,-0.813724831,-0.182240809,0.974639523,0.12986949,0.793055139,0.223780543,-0.56655596,-0.0360198058,-0.00153529632,-0.011841787
-0.581154478,-0.000751128525,-0.813792783,-0.185967206,0.973661615,0.131906235,0.792259715,0.227996693,-0.56598749,-0.0466264859,0.00573497964,-0.0134749589
-0.58102098,-0.00129337,-0.81388727,-0.18889105,0.97290864,0.13330023,0.79166555,0.2311863,-0.56552463,-0.04396243,-0.0025847,-0.01776309
-0.58063775,-0.00219081,-0.81415901,-0.19348111,0.97171998,0.13537109,0.79083801,0.23612596,-0.56464118,-0.04597443,-0.00374532,-0.02146249
-0.58038129,-0.00263679,-0.81434049,-0.19641075,0.9709264,0.13683835,0.79030387,0.23936366,-0.56402541,-0.05147734,-0.00125414,-0.02600358
-0.58020525,-0.0028207,-0.81446539,-0.19772212,0.97056796,0.13749109,0.79010619,0.24081088,-0.56368634,-0.04626425,-0.00408804,-0.02833195
-0.5790963,-0.0035318,-0.81525138,-0.20243748,0.96929431,0.13959799,0.7897255,0.24587813,-0.56202971,-0.03685367,-0.0062446,-0.03987791
-0.57862262,-0.00372659,-0.81558689,-0.20341788,0.9690472,0.13988815,0.78982089,0.24684741,-0.56147068,-0.0400196,-0.00632507,-0.03689815
