0,1,2,3,4,5,6,7,8,9,10,11
0.38369353,0.15763381,-0.90990699,0.04610495,-0.98736419,-0.15161091,-0.92230878,0.01622089,-0.38611282,0.00401991,-0.00270545,-0.00254184
0.38357696,0.15760724,-0.90996079,0.04641194,-0.98737445,-0.15145138,-0.92234192,0.01586021,-0.38604891,,,
0.38356635,0.15758599,-0.90996892,0.04657697,-0.98738078,-0.15135905,-0.92233799,0.01567264,-0.38606585,0.00492636,-0.00109923,-0.00155808
0.38340755,0.15751083,-0.9100489,0.04685782,-0.98739856,-0.15115707,-0.92238983,0.01531186,-0.38595669,,,
0.38305818,0.15742238,-0.91021128,0.04713797,-0.98741869,-0.15093773,-0.92252068,0.01491242,-0.38565933,0.00131518,-0.00149822,0.00695219
0.3828145,0.15738411,-0.91032051,0.04723088,-0.98742748,-0.15085314,-0.92261717,0.01475354,-0.38543509,0.00395838,0.00232506,0.00808282
0.382327281,0.157307208,-0.910538461,0.0474168834,-0.987444198,-0.15068372,-0.922809561,0.0144356004,-0.38498587,0.000937416684,0.00048172471,0.0060626124
0.3820836,0.15726866,-0.9106474,0.04750991,-0.98745266,-0.15059901,-0.9229057,0.01427664,-0.38476129,0.00660423,0.00216532,-0.0045005
0.38189287,0.15725534,-0.91072967,0.04750934,-0.98745524,-0.15058161,-0.92298464,0.01423787,-0.38457316,,,
0.38150068,0.15725183,-0.91089467,0.04762795,-0.98745875,-0.1505219,-0.92314074,0.01404016,-0.38420579,,,
0.38116142,0.15722865,-0.91104065,0.04769824,-0.98746436,-0.15046197,-0.9232772,0.01389525,-0.38388279,0.0014566,0.00210834,-0.00723891
0.3809175,0.15723463,-0.91114167,0.04774612,-0.98746483,-0.15044458,-0.92337543,0.01380349,-0.38365,0.00557075,-0.00228488,-0.00190718
0.38041872,0.15726947,-0.91134398,0.04796196,-0.98746334,-0.15038474,-0.9235698,0.01349932,-0.38319242,0.00612396,-0.00137126,-0.00164358
0.38015327,0.15736611,-0.91143799,0.04820447,-0.98745136,-0.15038469,-0.92366641,0.01323383,-0.38296844,0.00387872,-0.00111103,-0.0042512
0.38003622,0.15747262,-0.91146847,0.04837613,-0.98743668,-0.15042712,-0.92370566,0.01307443,-0.38287954,,,
0.379706753,0.157656208,-0.911574049,0.0487417384,-0.987412268,-0.150469527,-0.923821936,0.0127025857,-0.38261149,0.000632790383,0.000870704593,-0.00534422416
0.3793771,0.15783966,-0.91167958,0.04910744,-0.98738776,-0.15051199,-0.92393803,0.01233055,-0.3823434,,,
