0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.95315845,0.30009658,0.03782993,-0.29153547,-0.9448094,0.14947361,0.08059859,0.13144326,0.98804177,0.14255327,-0.38913479,0.01971685,,
-0.97296598,0.22848517,0.03363599,-0.22373,-0.96863462,0.10812729,0.05728648,0.09767881,0.99356787,0.02749149,-0.20048581,0.13052233,,
-0.98850372,0.14818716,0.03001621,-0.14592506,-0.98701448,0.0671439,0.0395763,0.06199187,0.99729169,-0.18617639,-0.03383302,0.24860375,,
-0.9939405,0.10497614,0.03258512,-0.10336618,-0.99349931,0.04768689,0.03737929,0.04402974,0.99833069,-0.24794252,0.03558755,0.28034577,,
-0.99906623,0.01529185,0.04040172,-0.01491163,-0.99984155,0.00969566,0.04054359,0.00908415,0.99913647,-0.2838527,-0.0841025,0.30414176,,
-0.99595276,-0.07643205,0.04728811,0.07488115,-0.99662131,-0.03374479,0.04970752,-0.03006723,0.99831114,-0.17102024,-0.10459124,0.27973789,,
-0.99124537,-0.12221409,0.04995966,0.11919098,-0.99108185,-0.05958122,0.05679579,-0.05310488,0.99697247,-0.18064097,0.04241526,0.21905881,,
-0.97674564,-0.20824825,0.05099607,0.20140809,-0.9727629,-0.11474793,0.07350314,-0.10180852,0.99208483,-0.14281963,0.13105939,-0.01120285,,
-0.95802135,-0.28458759,0.0347113,0.27458019,-0.94560927,-0.17443824,0.08246629,-0.15758453,0.98405611,-0.44848442,0.2216277,-0.06618896,,
-0.94702939,-0.32044504,0.02121624,0.30959145,-0.92852192,-0.20493899,0.08537143,-0.1875149,0.97854478,-0.61230415,0.34153518,-0.00903881,,
-0.92330277,-0.38369481,-0.01702415,0.37505503,-0.89119079,-0.25517102,0.08273603,-0.24198516,0.96674605,-0.67172551,0.33322522,0.27506706,,
-0.89718323,-0.4382578,-0.05470535,0.43452636,-0.85372638,-0.28694674,0.07905324,-0.28121468,0.95638324,-0.52376336,0.54176873,0.35454896,,
-0.88474894,-0.46155849,-0.06467766,0.45855006,-0.83722984,-0.29795665,0.08337435,-0.29327475,0.95238576,-0.53315091,0.60123175,0.10322832,,
-0.86542211,-0.49553032,-0.07412139,0.49259284,-0.81441004,-0.30673817,0.09163286,-0.30196971,0.94890342,-0.61072147,-0.00256503,-0.20674457,,
-0.85471265,-0.50786268,-0.10743011,0.51532531,-0.80521146,-0.29338336,0.0624945,-0.30612001,0.94993945,-0.8189286,-0.12454056,0.06649235,,
-0.85376447,-0.50551074,-0.12467925,0.51888764,-0.80636649,-0.28377545,0.04291437,-0.30697195,0.95075053,-0.92275554,-0.06709456,0.1999689,,
-0.86168416,-0.48905934,-0.13535468,0.50704388,-0.81921171,-0.26795189,0.02016022,-0.29952074,0.95387676,-1.20019066,-0.20085679,0.45145905,,
-0.88168915,-0.45786862,-0.11393134,0.47132629,-0.84352468,-0.25752169,0.02180719,-0.28075295,0.95953229,-0.51918936,0.43786964,0.36560321,,
-0.89334489,-0.43606629,-0.10854064,0.44912519,-0.85841995,-0.24779372,0.01488104,-0.27011359,0.96271346,0.87742591,0.47522041,0.36797953,,
-0.90120254,-0.41020812,-0.13986788,0.43256935,-0.87129709,-0.23178631,-0.02678586,-0.269389,0.96265886,0.21560325,1.09051001,0.0189168,,
-0.91370634,-0.3968729,-0.08736382,0.40598142,-0.88201989,-0.23920661,0.01787799,-0.25403271,0.96703038,-0.32808104,0.64044815,0.19280711,,
-0.92171331,-0.38701627,-0.02573722,0.38144372,-0.89241218,-0.24104072,0.07031847,-0.23198781,0.97017368,-0.76210326,0.33118138,0.22245488,,
-0.93569446,-0.34594062,0.06928651,0.32267791,-0.91852737,-0.22844275,0.1426692,-0.19139542,0.97108871,-1.45295,-0.30364022,0.51460767,,
-0.94731158,-0.30361357,0.1020755,0.28052367,-0.94020987,-0.19316241,0.15461913,-0.15435041,0.97584265,-0.7508207,-0.71599287,-0.48113275,,
-0.94996255,-0.29236192,0.10998011,0.27067339,-0.94619786,-0.17732875,0.15590712,-0.13868698,0.97798716,-0.26602146,-0.41735092,-0.50233543,,
-0.94996255,-0.29236192,0.10998011,0.27067339,-0.94619786,-0.17732875,0.15590712,-0.13868698,0.97798716,-0.26602146,-0.41735092,-0.50233543,,
-0.96355883,-0.24676136,0.10326084,0.22931787,-0.9607568,-0.1560746,0.13772176,-0.12670753,0.98233289,0.10133074,0.04758465,0.44339219,,
-0.96355883,-0.24676136,0.10326084,0.22931787,-0.9607568,-0.1560746,0.13772176,-0.12670753,0.98233289,0.10133074,0.04758465,0.44339219,,
-0.96355883,-0.24676136,0.10326084,0.22931787,-0.9607568,-0.1560746,0.13772176,-0.12670753,0.98233289,0.10133074,0.04758465,0.44339219,,
-0.97588702,-0.19956654,0.0884176,0.18781267,-0.97412219,-0.12574703,0.11122444,-0.10610895,0.98811437,-0.43641698,-0.19062041,0.24665432,,
-0.97686131,-0.1947224,0.08845923,0.18298498,-0.97505439,-0.12563958,0.1107174,-0.10654575,0.98812431,-0.22337866,0.11389779,0.13436718,,
-0.97686131,-0.1947224,0.08845923,0.18298498,-0.97505439,-0.12563958,0.1107174,-0.10654575,0.98812431,-0.22337866,0.11389779,0.13436718,,
-0.97686131,-0.1947224,0.08845923,0.18298498,-0.97505439,-0.12563958,0.1107174,-0.10654575,0.98812431,-0.22337866,0.11389779,0.13436718,,
-0.98128299,-0.16322768,0.10217921,0.15218822,-0.98244668,-0.10787702,0.11799413,-0.09030741,0.98889937,0.15418963,-0.0959205,-0.08828712,,
-0.98465075,-0.15136737,0.08689705,0.14227147,-0.9844785,-0.10276765,0.10110394,-0.08882726,0.99090247,-0.15811351,-0.04692006,0.11183439,,
-0.98465075,-0.15136737,0.08689705,0.14227147,-0.9844785,-0.10276765,0.10110394,-0.08882726,0.99090247,-0.15811351,-0.04692006,0.11183439,,
-0.98830846,-0.13326803,0.07406578,0.12594369,-0.98737593,-0.09605558,0.08593191,-0.08560444,0.99261653,-0.0889679,0.0304966,0.02794918,,
-0.98830846,-0.13326803,0.07406578,0.12594369,-0.98737593,-0.09605558,0.08593191,-0.08560444,0.99261653,-0.0889679,0.0304966,0.02794918,,
-0.98830846,-0.13326803,0.07406578,0.12594369,-0.98737593,-0.09605558,0.08593191,-0.08560444,0.99261653,-0.0889679,0.0304966,0.02794918,,
-0.99280146,-0.10175929,0.06316873,0.09697317,-0.99247952,-0.07470334,0.07029543,-0.06803991,0.99520306,0.22315195,-0.06327336,-0.1288158,,
-0.99280146,-0.10175929,0.06316873,0.09697317,-0.99247952,-0.07470334,0.07029543,-0.06803991,0.99520306,0.22315195,-0.06327336,-0.1288158,,
-0.99669943,-0.07320389,0.03508489,0.07102286,-0.99567853,-0.05982911,0.03931301,-0.05713982,0.99759186,0.02471748,-0.01334035,-0.02487152,,
-0.99669943,-0.07320389,0.03508489,0.07102286,-0.99567853,-0.05982911,0.03931301,-0.05713982,0.99759186,0.02471748,-0.01334035,-0.02487152,,
-0.99835148,-0.05066321,0.02695971,0.04930771,-0.99759192,-0.04876866,0.02936558,-0.04735896,0.99844619,0.08017898,0.0595746,-0.07879835,,
-0.99835148,-0.05066321,0.02695971,0.04930771,-0.99759192,-0.04876866,0.02936558,-0.04735896,0.99844619,0.08017898,0.0595746,-0.07879835,,
-0.999462912,-0.0261243865,0.0197686842,0.0253913388,-0.999011986,-0.0364654462,0.020701796,-0.0359439187,0.999139365,0.177425951,-0.000514984073,-0.0432327203,,
-0.99990135,-0.00785314,0.01162499,0.00750921,-0.99954108,-0.02933876,0.01185006,-0.02924857,0.99950192,0.1916173,0.04759836,-0.10382944,,
-0.99992158,0.01195896,0.003668,-0.01203523,-0.99969561,-0.02152835,0.00340943,-0.02157081,0.99976151,0.23108536,0.10496091,-0.1182127,,
-0.999747122,0.0224858241,-0.000115549385,-0.0224808118,-0.999609535,-0.0165929084,-0.000488609496,-0.0165861153,0.999862322,0.326169699,0.107910506,-0.141185209,,
-0.998891,0.04550403,-0.01206322,-0.04544836,-0.99895461,-0.00484954,-0.01227129,-0.00429591,0.99991548,0.40777096,0.0490899,0.14015742,,
-0.99706588,0.07210538,-0.02569509,-0.07228195,-0.99736604,0.00600921,-0.02519412,0.00784887,0.99965177,0.29416209,0.10560297,0.22125271,,
-0.99580667,0.08668943,-0.02922027,-0.08705288,-0.99613834,0.01140182,-0.02811901,0.01389772,0.99950797,0.29640692,0.13768815,0.20858392,,
-0.99261468,0.11781024,-0.02892481,-0.11850037,-0.99267749,0.02342755,-0.02595301,0.02668213,0.99930701,0.47074383,0.1825323,0.07540056,,
-0.9851071,0.17095051,-0.01843625,-0.17163945,-0.98406139,0.04650865,-0.01019172,0.04898039,0.99874774,0.80895299,0.11102962,-0.07150581,,
-0.977262958,0.211559227,-0.0141167166,-0.212028728,-0.975290391,0.0620640784,-0.000637671556,0.063646091,0.997972328,0.919271111,0.12005996,-0.0867471099,,
-0.96659224,0.25601299,-0.01252574,-0.25620502,-0.96354863,0.07702689,0.00765072,0.07766275,0.99695033,1.04918504,0.19492017,0.08612937,,
-0.96026304,0.2788428,-0.01188748,-0.27881284,-0.95649965,0.08585776,0.01257045,0.08576043,0.99623648,1.09013987,0.18240021,0.15454754,,
-0.94575788,0.3246008,-0.01327463,-0.32414718,-0.94013112,0.10527085,0.02169111,0.10386367,0.99435498,1.15289867,0.03662109,0.2448152,,
-0.92848065,0.37052364,-0.02521321,-0.37081093,-0.92115923,0.11817245,0.0205603,0.11907018,0.99267294,1.10785294,-0.05297017,0.15055308,,
-0.89729467,0.43642367,-0.06630677,-0.44134137,-0.88997579,0.11472069,-0.0089446,0.13220219,0.99118241,0.74068105,0.17442928,-0.04736224,,
-0.87407691,0.47710335,-0.09144311,-0.48535252,-0.8656466,0.12283639,-0.02055177,0.15175061,0.98820513,0.89069426,0.02894223,-0.45073882,,
-0.86083158,0.49739021,-0.10757184,-0.50806423,-0.85204953,0.12602409,-0.0289734,0.16313894,0.98617758,0.80974174,0.09049212,-0.37846231,,
-0.83566383,0.53201674,-0.1364711,-0.5476806,-0.82587531,0.13407512,-0.0413779,0.18678428,0.98152917,0.39720002,0.14993165,-0.25824076,,
-0.81671575,0.55309276,-0.16451018,-0.57518324,-0.8031553,0.15525988,-0.04625411,0.22142671,0.97407945,0.15311387,-0.38967571,0.01326925,,
-0.80885016,0.55939522,-0.18121383,-0.58566672,-0.79392317,0.1633418,-0.05249723,0.23824994,0.969784,0.10394005,-0.64559883,0.32847548,,
-0.79483126,0.57025656,-0.20748608,-0.60236951,-0.78281782,0.15603514,-0.07344375,0.24900493,0.9657135,0.03575817,-0.78868204,0.29947829,,
-0.79043874,0.56106845,-0.24578216,-0.59964337,-0.79067915,0.12350866,-0.12503801,0.24500767,0.96142433,-0.13115302,-0.42718038,0.27752993,,
-0.79690771,0.54435071,-0.26195485,-0.58528474,-0.80310363,0.1116524,-0.14959883,0.24229484,0.95859971,-0.16673714,-0.18507855,0.07212807,,
-0.82294822,0.49749813,-0.27431988,-0.53963559,-0.83549229,0.10366111,-0.17762099,0.23334054,0.95603502,-0.17401601,-0.03168738,0.14676717,,
-0.85477061,0.44477762,-0.26746892,-0.48536374,-0.86756202,0.10843313,-0.1838173,0.22250521,0.95744588,-0.19032428,0.06796002,0.23499864,,
-0.87188613,0.41580844,-0.25868554,-0.45558946,-0.88245592,0.1170901,-0.1795915,0.21994362,0.95883873,-0.24223486,-0.10968166,0.2721082,,
-0.90777938,0.35155742,-0.22878721,-0.38826356,-0.91066539,0.14120755,-0.15870607,0.21701508,0.96318058,-0.2543076,-0.60465962,0.29526085,,
-0.94259774,0.27792203,-0.18511945,-0.30757425,-0.9384462,0.15721699,-0.13003055,0.20513032,0.97005856,-0.01952257,-0.74526,0.1266284,,
-0.9570072,0.23962554,-0.16345305,-0.26492493,-0.9515444,0.15613489,-0.11811892,0.19272499,0.97411755,0.16525422,-0.79717141,-0.05892349,,
-0.97708988,0.16521028,-0.13416756,-0.18251801,-0.97470559,0.12898141,-0.10946482,0.15051442,0.98252881,0.43102682,-0.6952917,-0.39292741,,
-0.98804531,0.09216438,-0.12357883,-0.10215781,-0.99177415,0.07711915,-0.11545468,0.08882177,0.98933357,0.33469006,-0.29718372,-0.33425948,,
-0.99067412,0.05438486,-0.12492677,-0.06054329,-0.99710312,0.04603786,-0.12206114,0.053172,0.99109728,0.17324191,-0.10238003,-0.23047875,,
-0.98976562,-0.02509784,-0.14047589,0.02802027,-0.99942901,-0.01886439,-0.13992227,-0.02260751,0.98990437,-0.38512707,0.07044827,0.0835513,,
-0.98152929,-0.10585768,-0.1593563,0.12053495,-0.98902705,-0.08542163,-0.14856515,-0.10305183,0.98351854,-0.68485272,0.30856165,0.23504421,,
-0.98152929,-0.10585768,-0.1593563,0.12053495,-0.98902705,-0.08542163,-0.14856515,-0.10305183,0.98351854,-0.68485272,0.30856165,0.23504421,,
-0.96286821,-0.21489419,-0.16341717,0.24282435,-0.95390561,-0.17635277,-0.11798738,-0.20948615,0.97066705,-0.48939431,0.23940633,-0.05110836,,
-0.94545383,-0.27844282,-0.16907586,0.31318728,-0.91973658,-0.23663969,-0.08961463,-0.27668431,0.95677323,-0.56010807,0.42860851,0.01590696,,
-0.94545383,-0.27844282,-0.16907586,0.31318728,-0.91973658,-0.23663969,-0.08961463,-0.27668431,0.95677323,-0.56010807,0.42860851,0.01590696,,
-0.91175612,-0.35926717,-0.19906721,0.40559548,-0.86394866,-0.29847091,-0.06475306,-0.35287346,0.93342775,-0.81428313,0.33978018,-0.05801234,,
-0.89220564,-0.40026657,-0.2091784,0.44926168,-0.83395477,-0.32044224,-0.04618301,-0.37987625,0.92388374,-0.81194532,0.23469971,-0.29599538,,
-0.88462716,-0.41630926,-0.2100512,0.46480656,-0.82327568,-0.32584066,-0.03727955,-0.38588065,0.92179518,-0.84775603,0.13854216,-0.34689027,,
-0.87515847,-0.43390514,-0.21406524,0.48264483,-0.81394144,-0.32334694,-0.03393468,-0.38629731,0.92174987,-0.80399656,-0.12764643,-0.26245987,,
-0.8754366,-0.43047141,-0.21978377,0.48094441,-0.82098812,-0.30768615,-0.04798979,-0.37506354,0.92575608,-0.9148497,-0.09590852,-0.11798602,,
-0.8754366,-0.43047141,-0.21978377,0.48094441,-0.82098812,-0.30768615,-0.04798979,-0.37506354,0.92575608,-0.9148497,-0.09590852,-0.11798602,,
-0.89542996,-0.39784062,-0.19982009,0.44125428,-0.85271741,-0.27958493,-0.05915983,-0.33852018,0.93909755,-0.93974531,0.10569357,0.47805339,,
-0.91325225,-0.35524124,-0.1994335,0.39928567,-0.87767448,-0.26506261,-0.08087654,-0.32170001,0.9433812,0.40855381,1.09885633,0.44819993,,
-0.92505533,-0.35402866,-0.13760847,0.37916409,-0.88217269,-0.27929497,-0.02251602,-0.31053953,0.95029376,0.04169262,0.742863,0.01268176,,
-0.94278255,-0.33108001,-0.03933264,0.32886896,-0.9040526,-0.27300928,0.05482914,-0.27032367,0.96120699,-0.9721356,-0.04918527,0.73765981,,
-0.95080702,-0.30928661,-0.01754862,0.30264666,-0.915319,-0.26569957,0.06611473,-0.25794003,0.96389615,-1.40131974,0.14362226,0.51822746,,
-0.96215043,-0.27251308,-0.00169884,0.2654935,-0.93592398,-0.23142868,0.06147736,-0.22312027,0.97285039,-0.81590998,-0.45922932,-1.19277382,,
-0.96961253,-0.24434931,-0.01201938,0.24168757,-0.94911969,-0.2018872,0.03792317,-0.19865734,0.97933502,-0.5459258,-0.02514553,-0.12368861,,
-0.98063435,-0.1950766,-0.01735561,0.19504585,-0.96477187,-0.17655648,0.01769783,-0.17652251,0.98413749,-0.62527621,0.06302439,0.20040601,,
-0.98157596,-0.18912228,-0.02722331,0.19096918,-0.96637754,-0.17217705,0.00625452,-0.17420369,0.98468978,-0.58561271,0.01634204,0.16110227,,
-0.98352673,-0.17961636,-0.0203246,0.18048326,-0.96953086,-0.16563715,0.01004582,-0.16657682,0.9859773,-0.27743393,0.0883479,-0.11383829,,
-0.98577641,-0.16755338,-0.01306655,0.16755338,-0.97377277,-0.15392353,0.01306655,-0.15392353,0.98799636,0.05507241,-0.03224092,-0.08811569,,
-0.98681224,-0.16165413,-0.00835478,0.16108666,-0.97565723,-0.14880963,0.01590428,-0.14819298,0.98883057,0.04288846,-0.08088379,-0.24646726,,
-0.9883683,-0.1517351,-0.01021736,0.15164938,-0.9783065,-0.14113361,0.01141921,-0.14104146,0.98993783,0.20085251,-0.03489375,-0.19707017,,
-0.98967057,-0.14190722,-0.0203548,0.14335588,-0.98064227,-0.13337784,-0.0010335,-0.13491811,0.99085621,0.05950839,-0.1034513,-0.02960671,,
-0.990210384,-0.137054464,-0.0264466889,0.139342997,-0.981705101,-0.129763559,-0.00817817483,-0.132178387,0.991192207,-0.0470495187,-0.113380007,9.70251858e-05,,
-0.99237388,-0.11852644,-0.03384279,0.12174271,-0.98545901,-0.11852854,-0.01930192,-0.12174476,0.99237374,-0.13776404,-0.06211936,-0.06467907,,
-0.99296634,-0.11413602,-0.03148291,0.11706553,-0.98622997,-0.11681814,-0.01771623,-0.11968202,0.99265419,-0.01336443,-0.08769905,-0.12888773,,
-0.99409065,-0.10491817,-0.02785342,0.10743831,-0.98761559,-0.11433421,-0.01551274,-0.1166511,0.9930518,0.27231109,-0.02997404,-0.02524112,,
-0.99509633,-0.09506022,-0.02732902,0.09749799,-0.98923034,-0.10916734,-0.01665723,-0.11129654,0.99364763,0.18848875,0.02051139,0.04708518,,
-0.9955136,-0.08942204,-0.03091567,0.09223611,-0.99002647,-0.1064871,-0.02108505,-0.10886093,0.99383334,0.09300439,0.02520752,0.07299506,,
-0.99705822,-0.06442311,-0.04152389,0.06792516,-0.99368339,-0.08932618,-0.03550694,-0.09188393,0.99513647,0.12877665,-0.04123586,-0.00106375,,
-0.99752877,-0.05781391,-0.03992063,0.06103307,-0.99452812,-0.08478523,-0.03480042,-0.08701219,0.99559922,0.2164353,-0.03544181,-0.07398911,,
-0.99841073,-0.04296941,-0.03646312,0.04566241,-0.99601905,-0.07655666,-0.03302837,-0.07809999,0.99639827,0.2854268,0.03333664,-0.10253419,,
-0.99896941,-0.01597759,-0.04247897,0.01869459,-0.99775188,-0.06435314,-0.04135527,-0.06508096,0.99702267,0.20987892,0.10884248,-0.06653824,,
-0.99864512,0.00453561,-0.05183984,-0.00167473,-0.99847958,-0.0550976,-0.05201092,-0.05493613,0.99713434,0.21738173,0.1451876,-0.00608155,,
-0.99714088,0.03944656,-0.06445084,-0.0370487,-0.99859118,-0.03798563,-0.06585845,-0.0354892,0.99719766,0.26763871,0.03986108,0.06045904,,
-0.99714088,0.03944656,-0.06445084,-0.0370487,-0.99859118,-0.03798563,-0.06585845,-0.0354892,0.99719766,0.26763871,0.03986108,0.06045904,,
-0.99265482,0.09477224,-0.07519526,-0.09391094,-0.9954687,-0.01491651,-0.07626821,-0.00774528,0.99705726,0.39741993,0.05267417,0.05192414,,
-0.990868072,0.110537577,-0.0772138264,-0.11018602,-0.993871954,-0.00881174209,-0.0777146826,-0.000223389531,0.996975616,0.428972214,0.0445579253,0.0728740841,,
-0.98638601,0.14403086,-0.07935646,-0.14482886,-0.98944695,0.00436338,-0.07789056,0.01579709,0.99683675,0.54222012,0.02251553,0.06002238,,
