0,1,2,3,4,5,6,7,8,9,10,11,12
-0.91084911,-0.36829504,0.18631374,-0.39544088,0.90801887,-0.1383049,-0.11823939,-0.19965096,-0.9727071,0.1030224,-0.28538215,-0.18878831,
-0.92043696,-0.34303457,0.18741219,-0.36985168,0.91944682,-0.13351887,-0.12651396,-0.1922104,-0.97316475,0.08975399,-0.26962739,-0.19659591,
-0.93919646,-0.28527206,0.1911274,-0.31144837,0.94209863,-0.12429834,-0.14460201,-0.17626689,-0.97366322,0.15778965,-0.21491349,-0.15083978,
-0.95580636,-0.22033644,0.19464345,-0.24518709,0.96272655,-0.11419668,-0.16222673,-0.15687397,-0.97420381,0.13348562,-0.13436508,-0.12695806,
-0.96274329,-0.1861552,0.19614033,-0.20994436,0.97170038,-0.1082669,-0.17043519,-0.14541183,-0.97458026,0.09022222,-0.12220985,-0.10713486,
-0.9728011,-0.11591579,0.20055272,-0.13711668,0.9859669,-0.09522752,-0.18669998,-0.12013657,-0.97504367,0.03779734,-0.12522531,-0.12647866,
-0.97732995,-0.04511082,0.20685972,-0.06360554,0.9944637,-0.08364383,-0.20194124,-0.09490506,-0.97478845,0.03634465,-0.04412889,-0.14920375,
-0.97764252,-0.01024252,0.21002464,-0.02732104,0.99653357,-0.0785774,-0.20849177,-0.08255869,-0.97453342,0.00260368,-0.05893481,-0.11143339,
-0.97466726,0.05821217,0.21595222,0.04448721,0.99670082,-0.06788493,-0.21919148,-0.0565581,-0.97404136,-0.11556256,-0.12267661,0.00112998,
-0.96648185,0.12498966,0.22425522,0.11503364,0.99172616,-0.05697787,-0.22952142,-0.02927118,-0.97286335,-0.26208279,-0.09177673,0.05799989,
-0.96049941,0.15728402,0.22956954,0.14904222,0.98741361,-0.05292242,-0.23500394,-0.01661641,-0.97185215,-0.32717362,-0.08172524,0.03336087,
-0.94544356,0.21857984,0.24157734,0.21326572,0.97580131,-0.04826539,-0.24628132,0.00588797,-0.96918065,-0.39836812,-0.05891281,0.02113293,
-0.92762642,0.27292456,0.2549931,0.26974379,0.96173132,-0.04807441,-0.25835554,0.02418771,-0.96574709,-0.4221881,0.00486588,0.12497644,
-0.91799494,0.29662751,0.26324346,0.29447627,0.95442468,-0.04855145,-0.26564776,0.03294896,-0.96350679,-0.37828627,0.05519295,0.19532287,
-0.90001669,0.33333534,0.28081577,0.3332387,0.94153717,-0.04959555,-0.28093043,0.04894186,-0.95847941,-0.3055923,0.11633921,0.2755194,
-0.88889135,0.35255061,0.2925408,0.35509525,0.9336853,-0.04625066,-0.28944674,0.06276803,-0.95513383,-0.12687343,0.07210135,0.24842758,
-0.88739803,0.35548859,0.29351774,0.35924828,0.93225279,-0.04295829,-0.28890392,0.06732464,-0.95498795,-0.01848474,0.0539391,0.32804057,
-0.89390347,0.34848108,0.28195324,0.35419307,0.93461741,-0.03221137,-0.27474346,0.07107203,-0.95888733,-0.25420386,0.17772412,0.42480382,
-0.91248336,0.32305684,0.25101353,0.33076451,0.94363607,-0.01207453,-0.24076618,0.07200857,-0.96790794,-0.50044131,0.28500879,0.30515015,
-0.9233105,0.30302359,0.23595427,0.31140234,0.95027637,-0.00184402,-0.22478055,0.07177411,-0.97176241,-0.49145567,0.21712887,0.27714086,
-0.94469266,0.25404214,0.20740852,0.26240946,0.96486351,0.01340496,-0.19671548,0.06708952,-0.97816253,0.39517438,0.11197662,-0.09032354,
-0.96206459,0.21219285,0.17148084,0.21961683,0.97525742,0.0253261,-0.16186394,0.06202543,-0.98486175,0.15354888,0.76890159,-0.08716667,
-0.97488044,0.16140413,0.15348173,0.16838892,0.98514892,0.03356737,-0.14578445,0.0585688,-0.98758108,-1.31826663,-0.27006388,-0.62729418,
-0.97088308,0.11530425,0.20997897,0.12023047,0.99268721,0.01080421,-0.20719767,0.03573549,-0.97764631,-0.60834628,-0.30742437,-0.20500872,
-0.95226227,0.02285197,0.30442464,0.02328473,0.99972643,-0.00220924,-0.30439184,0.00498467,-0.95253387,0.22248317,0.03550708,0.25466216,
-0.957633992,0.00793003444,0.287878106,0.00812471396,0.99996686,-0.000518509501,-0.287872677,0.00184238509,-0.957666685,0.0421277173,-0.0262167454,0.050232958,
-0.971381818,-0.0178399001,0.236852443,-0.0174672391,0.999840694,0.00367190391,-0.236880218,-0.000570337547,-0.971538685,-0.420132905,-0.132746518,-0.114879474,
-0.98083536,-0.03966548,0.19075754,-0.03936452,0.9992105,0.00536831,-0.19081987,-0.00224365,-0.9816224,-0.79902303,0.01755869,0.03520259,
-0.98223283,-0.04972645,0.18095802,-0.04961149,0.99875524,0.00516427,-0.18098957,-0.00390509,-0.98347719,-0.81385976,0.04937184,0.17056948,
-0.97973235,-0.0673839,0.18863684,-0.06813174,0.99767314,0.00252458,-0.18836803,-0.01037874,-0.98204363,-0.33587745,-0.03918386,0.33633509,
-0.97482405,-0.0816156,0.20750216,-0.08366453,0.99649337,-0.00110253,-0.20668454,-0.01843534,-0.97823403,0.1302458,-0.04824269,0.26333696,
-0.97319515,-0.08736608,0.2127408,-0.09019001,0.99591812,-0.00358654,-0.21155908,-0.02267749,-0.97710223,0.25002003,-0.04768854,0.17318891,
-0.97335745,-0.09696264,0.20778174,-0.10108665,0.99483419,-0.0092968,-0.20580694,-0.03005307,-0.9781309,0.20919144,-0.02375728,0.0148531,
-0.97645319,-0.10683464,0.18741714,-0.11161225,0.99363716,-0.01509622,-0.18461184,-0.0356588,-0.98216423,-0.05249583,0.03135049,-0.07479677,
-0.97764211,-0.11226473,0.1777994,-0.11731477,0.99292954,-0.01811531,-0.17450857,-0.03856878,-0.98390005,-0.16991261,0.0895108,-0.02457361,
-0.9726873,-0.13574935,0.18828492,-0.14221585,0.98960848,-0.02120648,-0.18344959,-0.04740438,-0.98188531,0.04089224,-0.04340976,0.07879507,
-0.969897085,-0.141288434,0.198336436,-0.148381963,0.98870086,-0.0212932563,-0.193086915,-0.0500818148,-0.979902738,0.201068729,-0.0243181586,-0.000613771379,
-0.96070447,-0.16785577,0.22106839,-0.17717098,0.9839146,-0.0228582,-0.21367554,-0.06112688,-0.97499033,0.24969655,-0.01022071,-0.08892982,
-0.95881379,-0.1758587,0.22304582,-0.18573192,0.98230932,-0.02391762,-0.21489386,-0.06435928,-0.9745143,0.20006087,0.01066005,-0.10070271,
-0.95544576,-0.19288759,0.2234228,-0.20361395,0.97871167,-0.02578408,-0.21369308,-0.07012729,-0.97438052,0.20922023,0.06076849,0.00970357,
-0.95075056,-0.21236778,0.22577278,-0.22403067,0.97420663,-0.02705011,-0.21420477,-0.07629793,-0.9738044,0.30019322,-0.06517273,-0.03612286,
-0.94764362,-0.22328244,0.22828967,-0.23565641,0.97143009,-0.02810048,-0.21549311,-0.08042718,-0.97318746,0.43457654,-0.08825743,0.01986785,
-0.94097563,-0.24792079,0.23043455,-0.26218762,0.96445252,-0.03299996,-0.2140618,-0.09146925,-0.97252807,0.51812708,0.01697421,-0.001256,
-0.93480359,-0.27663896,0.22273997,-0.29262358,0.95532235,-0.04160095,-0.20128003,-0.10406769,-0.97398985,0.51073408,0.09256661,-0.07395288,
-0.9316737,-0.29227655,0.21577438,-0.3089964,0.94987432,-0.04753958,-0.19106383,-0.11096488,-0.97528532,0.51764762,0.15940261,-0.04537009,
-0.92368548,-0.32538124,0.20231728,-0.34359835,0.93709382,-0.06160638,-0.16954471,-0.1264208,-0.97738042,0.53033948,0.15755451,-0.12957515,
-0.91204768,-0.3611179,0.19432632,-0.38139562,0.92108295,-0.07838091,-0.1506859,-0.14560234,-0.97780036,0.6196785,0.05875337,-0.11147128,
-0.90477658,-0.37988795,0.19252148,-0.40147028,0.91164695,-0.0878718,-0.14213018,-0.156796,-0.97735054,0.77473968,0.02636385,-0.11835667,
-0.88737756,-0.41902624,0.19229581,-0.44371435,0.8894695,-0.10936894,-0.1252128,-0.18237598,-0.97522322,0.79242903,0.10674274,-0.08992544,
-0.86595815,-0.45969923,0.19695992,-0.48804594,0.86276678,-0.13207819,-0.10921424,-0.21049967,-0.97147426,0.88305897,0.04272914,-0.2957952,
-0.85363274,-0.48023345,0.20170972,-0.51072711,0.84776291,-0.14302394,-0.10231713,-0.22510856,-0.96894642,0.96933496,-0.04243994,-0.44502842,
-0.82681103,-0.52044382,0.21335933,-0.55538894,0.8154171,-0.16321189,-0.08903424,-0.25344275,-0.9632446,1.22805154,-0.15929937,-0.7095387,
-0.79941056,-0.5595784,0.2186656,-0.59697091,0.78080075,-0.18432555,-0.06758966,-0.27788881,-0.95823239,1.74816918,-0.51409113,-0.87671864,
-0.78587143,-0.57889719,0.21744923,-0.61620668,0.76260749,-0.19677183,-0.05191776,-0.28863102,-0.95603176,1.87314749,-0.65860522,-0.71628737,
-0.75712415,-0.61813612,0.21135438,-0.65307917,0.72403246,-0.22195626,-0.01582824,-0.30607959,-0.95187428,1.18377185,-0.2123962,0.30755278,
-0.71797154,-0.66041317,0.21993454,-0.69595905,0.67537837,-0.24393652,0.01255986,-0.32820493,-0.94452297,1.00062335,0.59510505,0.52222157,
-0.69636625,-0.6799479,0.2296627,-0.71716016,0.64700968,-0.25895905,0.02748467,-0.34503527,-0.93818725,1.39673162,0.91590607,-0.02507466,
-0.65330469,-0.71695538,0.24324427,-0.75401061,0.58717598,-0.2944356,0.06827001,-0.37576496,-0.92419677,0.69297427,0.53499711,0.11155856,
-0.61660562,-0.74693794,0.24875903,-0.77870276,0.5321537,-0.33231673,0.11584195,-0.39861775,-0.90977158,0.18814746,0.20920658,0.58067274,
-0.60527079,-0.75384894,0.25565384,-0.78579489,0.51453232,-0.34319503,0.12717507,-0.40861745,-0.90380202,0.09410796,0.37928736,0.58236408,
-0.59639723,-0.75542783,0.27136569,-0.79196946,0.49871843,-0.35222771,0.13074752,-0.42498092,-0.89571007,0.1409514,0.37065887,-0.33579242,
-0.59822596,-0.74963696,0.28314317,-0.78969718,0.4915327,-0.36711571,0.13602939,-0.44321553,-0.88603381,0.22391303,0.39262474,-0.31136048,
-0.60253145,-0.74510473,0.28596249,-0.78562591,0.49064793,-0.37690378,0.14052592,-0.45175598,-0.88100437,0.06007599,0.25502098,-0.12764171,
-0.6193694,-0.73331534,0.28041017,-0.77236394,0.50506111,-0.38518453,0.14083749,-0.45515029,-0.87920571,-0.210761,-0.02212024,0.13493808,
-0.64704762,-0.71475647,0.26542937,-0.75313767,0.54492222,-0.3685695,0.11879905,-0.43838683,-0.89090067,-0.57756382,-0.30178851,0.04730926,
-0.6646531,-0.70067282,0.25941069,-0.74049002,0.57148603,-0.35366405,0.0995532,-0.42715492,-0.8986812,-0.46419215,-0.44698471,-0.18459891,
-0.71005659,-0.66035052,0.24445235,-0.70167197,0.63448775,-0.32416318,0.05895929,-0.40169954,-0.91387166,-0.62538689,-0.45280212,-0.28587985,
-0.7635857,-0.60496396,0.22573351,-0.64538457,0.70400856,-0.29639625,0.02039071,-0.37200883,-0.92800528,-0.58289063,-0.5998019,-0.21043651,
-0.79037315,-0.57187862,0.21969361,-0.61260555,0.74069918,-0.27582458,-0.00498871,-0.35258984,-0.93576476,-0.81246805,-0.65505052,-0.05943128,
-0.83833601,-0.49934069,0.21874993,-0.54144708,0.80937683,-0.22747353,-0.06346433,-0.30914077,-0.94889629,-0.17313084,-0.30241752,-0.19296017,
-0.87253623,-0.4254425,0.24016477,-0.46909315,0.8669176,-0.16853929,-0.13649929,-0.2597163,-0.95598917,-0.40262944,-0.88299257,-0.18444037,
-0.88852302,-0.38445276,0.25044583,-0.42684883,0.8928124,-0.14382663,-0.16830661,-0.23469576,-0.95738759,-0.41684398,-0.95620418,-0.17122683,
-0.91995798,-0.28782869,0.2661428,-0.32534499,0.9393225,-0.10873766,-0.2186961,-0.1866223,-0.95778085,-0.18193769,-0.715065,-0.26877207,
-0.95298998,-0.10951807,0.28251689,-0.13694099,0.98741119,-0.07915998,-0.27029089,-0.11412681,-0.95599048,-0.3196913,-0.22287464,0.10253396,
-0.96004137,0.02071944,0.27908972,0.00156998,0.99763864,-0.06866347,-0.27985336,-0.06548161,-0.9578069,-0.60683364,0.25678444,0.15988891,
-0.95472029,0.14426253,0.26018711,0.13576715,0.98945635,-0.05043222,-0.26471926,-0.01282381,-0.96424017,-1.20683837,0.71790612,-0.04695797,
-0.94651514,0.19778733,0.25492923,0.19451265,0.98015368,-0.0382568,-0.25743654,0.01337631,-0.96620244,-1.282161,0.50388801,0.18210074,
-0.92233829,0.28557669,0.26026556,0.28909343,0.95696049,-0.02552661,-0.25635366,0.05169689,-0.96519965,-1.2069087,0.32772088,0.57185209,
-0.89514697,0.34996977,0.27610333,0.36227877,0.93204453,-0.00686216,-0.25974215,0.09388374,-0.96110345,-1.05529618,0.60834181,0.41213644,
-0.8840155,0.3703241,0.28526621,0.38780064,0.92172861,0.00520015,-0.26101229,0.11522342,-0.9584343,-0.31619084,0.44909358,0.61266172,
-0.88155487,0.38542768,0.2725918,0.40837118,0.91229857,0.0307292,-0.23684122,0.13840812,-0.9616388,0.39629322,-0.08555561,0.48850894,
-0.90399963,0.3650387,0.22255693,0.38573551,0.92088566,0.05637131,-0.18437178,0.13680775,-0.97328869,-0.85998559,-0.33619893,-0.06051698,
-0.91818115,0.34258203,0.1989507,0.36077533,0.93054449,0.06267484,-0.16366121,0.12932334,-0.97800355,-1.43042517,-0.30701149,0.18840665,
-0.94259611,0.28239214,0.17823373,0.29625441,0.95346018,0.05609823,-0.15409707,0.1056805,-0.98238777,-0.49878165,0.27227914,-0.20954415,
