0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.32816623,-0.12836024,0.93585826,0.06031021,-0.9915504,-0.11485059,0.9426928,0.01875173,0.33313468,-0.04437478,0.00885594,-0.05645494,,,
-0.32542438,-0.12978913,0.93661815,0.06078992,-0.99135739,-0.11625324,0.94361187,0.0191053,0.33050193,-0.02883707,0.00214565,-0.05377446,,,
-0.32407647,-0.13043197,0.9369962,0.06074958,-0.99127489,-0.11697639,0.94407831,0.01901283,0.32917262,-0.02037704,-0.00815177,-0.05252969,,,
-0.3215005,-0.13207809,0.93765272,0.06066389,-0.99106302,-0.11880117,0.9449641,0.01868702,0.3266398,0.00420194,-0.01829123,-0.04277624,,,
-0.31732177,-0.13479451,0.93868911,0.06064198,-0.99070477,-0.12176401,0.94637696,0.0182856,0.32254648,0.02165366,0.0168215,-0.01233099,,,
-0.31366698,-0.13606714,0.93973334,0.06028007,-0.9905366,-0.12330266,0.94761771,0.01797122,0.31890077,0.02753094,0.04181421,-0.00176712,,,
-0.30912249,-0.13669489,0.94114704,0.05944622,-0.99045833,-0.12433172,0.94916247,0.0175139,0.31429898,0.04162133,0.02577102,-0.01135739,,,
-0.3065972,-0.13700481,0.94192777,0.05894386,-0.99042049,-0.12487194,0.95001256,0.01723548,0.31173566,0.04363714,0.00242889,-0.01575287,,,
-0.30142722,-0.13760969,0.94350686,0.05731588,-0.99035635,-0.12613163,0.95176495,0.01605842,0.30640759,0.0491103,0.00174463,-0.01118499,,,
-0.29640168,-0.13824286,0.94500534,0.05483483,-0.99029983,-0.1276699,0.95348798,0.01397764,0.30110691,0.03692095,0.01469374,-0.00929489,,,
-0.29396051,-0.13864321,0.94570884,0.05348206,-0.99025975,-0.12855032,0.95432008,0.01278974,0.29851225,0.04117227,0.00488305,-0.007806,,,
-0.28487832,-0.13975436,0.94832107,0.04848947,-0.99014901,-0.13135219,0.95733636,0.00856418,0.2888488,0.04075452,-0.01766837,-0.00773622,,,
-0.2828165,-0.14007437,0.94889093,0.04739045,-0.99011161,-0.13203462,0.95800259,0.0076268,0.28665809,0.04281492,-0.0329923,-0.00498621,,,
-0.279101644,-0.141172787,0.949827431,0.0453853949,-0.989967904,-0.133802625,0.959188235,0.00576374217,0.282709219,0.0538263507,-0.0547050238,0.000216987915,,,
-0.27589034,-0.14302691,0.95048815,0.04341611,-0.98971197,-0.13632717,0.96020803,0.00365515,0.27926175,0.07616022,-0.05737126,0.01042833,,,
-0.271279789,-0.147282547,0.951165081,0.0402277172,-0.989094354,-0.141682424,0.961659447,-0.000172384544,0.274246264,0.0995495617,-0.00892996788,0.0361491702,,,
-0.26815671,-0.1507334,0.95150991,0.0380247,-0.98856983,-0.14588805,0.96262443,-0.00294,0.27082354,0.11666654,-0.0102517,0.03387045,,,
-0.26659269,-0.15255499,0.95165926,0.03682342,-0.98828502,-0.14811074,0.9631056,-0.00444189,0.26908713,0.12231132,-0.02305758,0.02510191,,,
-0.26373502,-0.15623885,0.95185773,0.0341886,-0.98768907,-0.15264747,0.96398904,-0.00771581,0.2658299,0.12468719,-0.02170235,0.02411462,,,
-0.26146154,-0.15997418,0.9518646,0.03133403,-0.98705663,-0.15728174,0.96470521,-0.01129736,0.26308989,0.12574102,-0.00679922,0.02073196,,,
-0.26049035,-0.16168445,0.95184176,0.02993942,-0.98675633,-0.15942171,0.96501203,-0.01303024,0.26188143,0.12709484,-0.00239938,0.01712307,,,
-0.25924155,-0.16480444,0.95164758,0.02729925,-0.98619028,-0.16334981,0.96542652,-0.0163678,0.26016073,0.12367345,-0.00859571,0.0115332,,,
-0.25870845,-0.16705851,0.95139976,0.02510868,-0.98576155,-0.16626452,0.96562912,-0.01912564,0.25921935,0.10265059,0.01382709,0.02421886,,,
-0.25868234,-0.16779781,0.95127674,0.02401231,-0.98560956,-0.16732414,0.965664,-0.02044144,0.2589889,0.09568621,0.02184165,0.03369788,,,
-0.25838888,-0.16809065,0.95130469,0.02204168,-0.98551512,-0.16814861,0.96578944,-0.02247938,0.25835125,0.06589155,0.04928768,0.05927201,,,
-0.25766329,-0.16719231,0.95165966,0.02001073,-0.98562761,-0.16774205,0.96602741,-0.02417758,0.25730594,0.03886377,0.01770973,0.04778969,,,
-0.25714708,-0.16660911,0.9519016,0.01905169,-0.98570832,-0.1673796,0.96618439,-0.02490585,0.25664633,0.02539121,0.00113928,0.04239328,,,
-0.25581408,-0.16553011,0.95244884,0.01750616,-0.98586304,-0.16663541,0.9665674,-0.02595397,0.25509559,-0.00674506,0.07921696,0.04418551,,,
-0.254388,-0.1649327,0.95293435,0.0167036,-0.98595249,-0.16618838,0.96695795,-0.0263589,0.25356952,-0.02583614,0.04894459,0.03331052,,,
-0.25372062,-0.16479704,0.95313577,0.01658689,-0.98597619,-0.16605979,0.96713532,-0.02632324,0.25289595,-0.03019781,0.00682032,0.02359067,,,
-0.252517662,-0.164933164,0.953431497,0.0162927567,-0.985949937,-0.166243354,0.967454968,-0.0264453758,0.251657249,-0.0310833491,0.000767707825,0.0230130702,,,
-0.25161946,-0.16538632,0.95359058,0.01583638,-0.98586273,-0.16680478,0.96769666,-0.02686991,0.25068139,-0.0393968,-0.00796854,0.01047948,,,
-0.25132965,-0.16582782,0.95359044,0.0164644,-0.98580426,-0.16709035,0.9677616,-0.02629445,0.25049191,-0.04907995,0.01668692,0.00985087,,,
-0.2511142,-0.16606136,0.95360648,0.01772017,-0.98579753,-0.16700085,0.96779528,-0.02503821,0.25049035,-0.04921472,0.03403544,0.01877575,,,
-0.25094876,-0.16602217,0.95365698,0.01857045,-0.98582692,-0.16673593,0.96782237,-0.02413231,0.25047487,-0.05038391,0.02744937,0.01542622,,,
-0.25054853,-0.16568081,0.9538214,0.02073837,-0.98593924,-0.16581222,0.96788187,-0.02176331,0.25046161,-0.03793514,-0.01245838,0.00841812,,,
-0.24981082,-0.16511172,0.95411347,0.02338533,-0.98609579,-0.16452348,0.96801215,-0.0187875,0.25019875,-0.03028828,-0.01862007,0.01288223,,,
-0.24935461,-0.16479684,0.95428727,0.02483522,-0.98617839,-0.16381472,0.9680937,-0.01714803,0.25000098,-0.03151364,-0.00808209,0.01510993,,,
-0.24780269,-0.16430933,0.95477542,0.02829356,-0.98632003,-0.1623946,0.9683972,-0.01322783,0.24906181,-0.02886977,0.03186071,0.02745579,,,
-0.24538277,-0.16471435,0.95533039,0.03303263,-0.98630787,-0.16157074,0.96886315,-0.00808962,0.24746424,-0.02170519,-0.01771027,0.00635306,,,
-0.24400694,-0.16533552,0.95557557,0.03564443,-0.98622276,-0.16153633,0.96911815,-0.00535504,0.24653859,-0.01324927,-0.0217402,0.00116987,,,
-0.240889514,-0.167231541,0.956036539,0.0411884778,-0.985917602,-0.162080256,0.969678175,0.000334256523,0.244385214,-0.00718854368,-0.0159686208,-0.00997776911,,,
-0.23744969,-0.1694523,0.95650597,0.04669757,-0.98552043,-0.1629999,0.97027681,0.00596223,0.24192443,0.00559064,-0.01644909,-0.00901271,,,
-0.2356301,-0.17056489,0.95675796,0.04922812,-0.98530899,-0.16353091,0.97059506,0.00856658,0.24056532,0.00346044,-0.02185875,-0.01599402,,,
-0.23167558,-0.17262048,0.95735495,0.05414319,-0.98489267,-0.1644834,0.97128515,0.01372746,0.23752191,0.01350631,-0.01327097,-0.01978644,,,
-0.22755165,-0.17458711,0.9579872,0.0589047,-0.98446238,-0.16542036,0.97198271,0.01878826,0.23430014,0.01796023,0.00199389,-0.01765835,,,
-0.2212346,-0.17820941,0.95879952,0.06635806,-0.98363383,-0.16751376,0.97296029,0.02656423,0.22943961,0.03220224,-0.01071173,-0.02448308,,,
-0.217027819,-0.180935614,0.959250384,0.070887354,-0.982998744,-0.169376998,0.973588198,0.031239205,0.226164051,0.0479583777,0.0146285295,-0.000709841028,,,
-0.214901053,-0.182307834,0.95946923,0.0727241698,-0.982682327,-0.170429847,0.973924302,0.033151039,0.224437839,0.0456498004,0.00780308247,0.000467561185,,,
-0.21044139,-0.18512616,0.95991806,0.0760116,-0.98203234,-0.17272712,0.97464692,0.03661597,0.22073202,0.05660903,-0.00255722,-0.00729933,,,
-0.20561631,-0.18794812,0.96041504,0.07936438,-0.98135444,-0.17505465,0.97540907,0.04022864,0.21669924,0.05301079,0.01143587,-0.01927559,,,
-0.20305494,-0.18937347,0.96068013,0.08126831,-0.98099375,-0.17620044,0.97578895,0.04229448,0.21458576,0.05238538,0.01573384,-0.02150253,,,
-0.197489,-0.19193689,0.96133155,0.08562848,-0.98027454,-0.1781281,0.97655818,0.04713902,0.21002868,0.04858189,0.03461576,-0.025976,,,
-0.19154623,-0.19361125,0.9621978,0.09000568,-0.9796845,-0.17921231,0.97734789,0.05227582,0.20508111,0.04204764,0.02091444,-0.02705684,,,
-0.1883849,-0.19410159,0.96272311,0.09194104,-0.97945517,-0.1794841,0.97778221,0.05470168,0.20236039,0.04543485,0.01309741,-0.02945292,,,
-0.18224684,-0.19466176,0.96379085,0.09496877,-0.97910859,-0.17979756,0.97865568,0.05876249,0.19692631,0.04253175,0.00561321,-0.03645753,,,
-0.17636908,-0.19506819,0.96480163,0.09716143,-0.97882985,-0.18014305,0.97951695,0.06196983,0.19158858,0.04818349,-0.00572342,-0.03228299,,,
-0.17365235,-0.19519853,0.96526792,0.09782042,-0.97873098,-0.18032311,0.97993662,0.06310937,0.18905357,0.05168672,-0.00133371,-0.02308192,,,
-0.16853839,-0.19540708,0.96613194,0.09875807,-0.97856856,-0.18069446,0.98073528,0.06495937,0.18422435,0.0514546,0.00589478,-0.01970145,,,
-0.16383936,-0.19507705,0.9670065,0.09949109,-0.97852212,-0.18054341,0.98145716,0.06662841,0.1797289,0.04368204,0.03042424,-0.01064201,,,
-0.16170755,-0.19465255,0.9674507,0.0999149,-0.97854501,-0.18018416,0.98176753,0.06752559,0.17768701,0.03991995,0.02823424,-0.00858519,,,
-0.15437477,-0.19224042,0.96912943,0.10248033,-0.97871269,-0.17781708,0.98268307,0.07186622,0.17078961,0.02945727,0.00833571,-0.01140075,,,
-0.14993206,-0.18994833,0.97027825,0.10377187,-0.97897417,-0.17561538,0.9832353,0.07435721,0.16649103,0.02890979,-0.02962577,0.00738333,,,
-0.14529696,-0.18725961,0.97150529,0.10333819,-0.97942701,-0.17333143,0.98397658,0.07520906,0.16165893,0.02417525,-0.00845486,0.00696596,,,
-0.13954069,-0.18372621,0.97302259,0.10349472,-0.97996052,-0.1701941,0.98479294,0.0769537,0.15575917,0.02813648,0.00644755,-0.01432518,,,
-0.13746543,-0.17829548,0.97432733,0.10604255,-0.98066128,-0.16449328,0.98481369,0.080708,0.15371416,0.01891496,0.01861227,-0.00863511,,,
-0.13891142,-0.17388719,0.97491899,0.10806031,-0.9812467,-0.15961882,0.98439157,0.08317718,0.15509651,0.01577776,-0.00146008,-0.00281114,,,
-0.14028921,-0.17044427,0.97532947,0.10915429,-0.98172915,-0.15586214,0.98407528,0.08459561,0.15633085,0.01992053,-0.01630086,-0.00118543,,,
-0.1423464,-0.16468708,0.97602028,0.1097783,-0.98260483,-0.14978764,0.9837104,0.08582411,0.15794941,0.00165596,0.01846349,0.01385973,,,
-0.14337139,-0.16015793,0.9766239,0.11007736,-0.98327636,-0.14508917,0.98352823,0.08670255,0.1586033,-0.01743737,-0.00955856,0.01568259,,,
-0.14376744,-0.153076596,0.977700548,0.110966437,-0.9842269,-0.13778119,0.983370356,0.0886834948,0.158486263,-0.0376982614,-0.0484187603,0.000878390856,,,
-0.14287455,-0.14661863,0.97882054,0.11192597,-0.98501593,-0.13120925,0.98339171,0.09080897,0.15714433,-0.05289483,-0.03602338,0.00413567,,,
-0.13967427,-0.13924017,0.98035874,0.11348755,-0.9857908,-0.12384282,0.98367254,0.09396085,0.15349165,-0.06872364,-0.02833271,-0.01557091,,,
-0.13655252,-0.1350497,0.98138413,0.11558419,-0.98606948,-0.11961176,0.98386662,0.0970992,0.15026005,-0.08125359,0.01853263,-0.03102612,,,
-0.13473716,-0.1338957,0.98179303,0.11920886,-0.98582177,-0.11808541,0.98368433,0.10112793,0.14878867,-0.06279115,0.0045408,-0.04673815,,,
-0.1344164,-0.13427619,0.98178518,0.12165469,-0.98551774,-0.11813091,0.98342888,0.10356004,0.14880508,-0.0594654,0.00710785,-0.0488844,,,
