0,1,2,3,4,5,6,7,8,9,10,11
0.44692741,0.12864896,-0.88527134,0.03639353,-0.99140072,-0.12569864,-0.89382963,0.02396002,-0.44776615,0.01246265,-0.00259382,0.01646243
0.44598278,0.127991,-0.88584287,0.03612019,-0.99149,-0.12507052,-0.89431237,0.02378248,-0.44681045,0.01158812,-0.00883597,0.01044075
0.44399113,0.12693291,-0.88699485,0.0354562,-0.99162862,-0.12415864,-0.89532937,0.02367586,-0.44477482,0.0180824,-0.02116459,-0.0167065
0.44192057,0.12653687,-0.8880848,0.03463637,-0.9916699,-0.12406054,-0.89638524,0.02406487,-0.44262207,0.00898859,-0.01787543,-0.00731682
0.44094575,0.12638905,-0.88859025,0.03428994,-0.99168489,-0.12403705,-0.89687848,0.0242239,-0.44161309,0.00842595,-0.02307749,-0.01227993
0.43929126,0.12605723,-0.88945642,0.03401833,-0.99172999,-0.12375063,-0.89770034,0.02410475,-0.43994652,-0.00592486,-0.01367038,0.01274583
0.43794996,0.12607718,-0.8901148,0.03429073,-0.99173947,-0.12359989,-0.89834512,0.02360788,-0.43865553,0.0205885,0.00514936,0.02895563
0.43722877,0.1258008,-0.89050833,0.0343825,-0.99178267,-0.1232263,-0.89869281,0.02326018,-0.43796119,0.03721847,0.01691246,0.03578245
0.43594096,0.12496877,-0.89125658,0.03368286,-0.99188404,-0.12260306,-0.89934473,0.02342762,-0.43661219,0.05003051,0.05321383,0.01726975
0.43519562,0.12349066,-0.8918267,0.03205227,-0.99204601,-0.12172702,-0.89976522,0.02439,-0.43569226,0.04040746,0.04250681,-0.0083325
0.43487241,0.12224999,-0.89215517,0.03079289,-0.99218113,-0.12094663,-0.89996539,0.02512431,-0.43523655,0.02463258,0.0212177,-0.01086042
0.43414554,0.11925868,-0.89291378,0.02753982,-0.99249204,-0.11916829,-0.90042168,0.0271457,-0.43417034,0.0088341,-0.00460833,0.00761727
0.43281932,0.11581715,-0.89400997,0.02449456,-0.99285759,-0.11676404,-0.90114785,0.02863935,-0.43256484,0.04079719,-0.01812178,-0.01294811
0.43033872,0.11185503,-0.89571037,0.02170597,-0.99328812,-0.11361189,-0.90240649,0.02944934,-0.42987829,-0.02349036,-0.0114854,0.00540648
0.4296869,0.1116638,-0.89604704,0.02106352,-0.99329378,-0.11368181,-0.9027322,0.02997367,-0.42915729,-0.02374699,-0.0178833,0.00175315
0.42811163,0.11100206,-0.89688292,0.01990226,-0.99334542,-0.11344067,-0.90350669,0.03071528,-0.42747192,-0.02424363,-0.01949704,-0.0157274
