0,1,2,3,4,5,6,7,8,9,10,11,12
0.465497,0.14090133,-0.8737616,0.04338696,-0.98969198,-0.13648165,-0.88398534,0.02562194,-0.4668119,0.00208644,0.00546974,0.00397123,
0.46555532,0.14097412,-0.87371874,0.04309439,-0.98967165,-0.13672052,-0.8839689,0.02599858,-0.46682199,0.00253769,0.01333982,0.02013106,
0.46651934,0.14114272,-0.87317714,0.04246474,-0.98962178,-0.1372772,-0.88349099,0.02696322,-0.46767118,-0.00929652,0.00162488,-0.00711742,
0.46546117,0.14124963,-0.87372441,0.04147399,-0.98957937,-0.13788468,-0.88409598,0.02794311,-0.46646885,0.11754813,-0.02950448,0.00692924,
0.46431575,0.14132966,-0.87432074,0.04117325,-0.98956305,-0.13809261,-0.88471216,0.02811995,-0.46528866,0.23080072,-0.06256276,0.07504659,
0.46692654,0.1408982,-0.87299898,0.04117862,-0.98961808,-0.1376955,-0.88333676,0.02834478,-0.46788086,0.05379511,-0.05375445,0.04810229,
0.47322945,0.14184449,-0.86944462,0.04016524,-0.98939952,-0.1395529,-0.88002304,0.03111908,-0.47391012,0.02587572,0.09627885,-0.01370951,
0.47626067,0.14246581,-0.86768611,0.03979784,-0.98926839,-0.14058401,-0.87840299,0.03242259,-0.47681938,-0.0566983,0.09182221,-0.00661304,
0.4790017,0.14377032,-0.86596045,0.03901893,-0.98900875,-0.14261617,-0.87694637,0.03452454,-0.47934668,-0.11345967,0.0140819,-0.081592,
0.47539724,0.14427759,-0.86786027,0.03694191,-0.98886489,-0.14415796,-0.87899531,0.03647188,-0.47543353,-0.07837941,0.0395965,0.01028983,
0.47260331,0.14416079,-0.86940424,0.0357727,-0.9888547,-0.14452171,-0.88054891,0.0372005,-0.47249299,-0.07779586,0.02354389,0.03420215,
0.4682403,0.14384424,-0.87181406,0.03344967,-0.98883842,-0.1451872,-0.88296774,0.0388206,-0.46782544,-0.0337844,0.00846142,-0.00594766,
0.46404268,0.14362818,-0.87409116,0.03089334,-0.98879115,-0.14607451,-0.88527398,0.04078122,-0.46327848,0.02856477,-0.02168888,-0.05253016,
0.45386027,0.14403714,-0.87935437,0.02676765,-0.98860742,-0.14811711,-0.8906707,0.04368622,-0.45254511,0.07628581,-0.01607543,0.00438091,
0.44705117,0.14475677,-0.88271772,0.02423787,-0.9884166,-0.14981511,-0.89417986,0.04557981,-0.44538123,0.05068911,-0.0346086,0.04878454,
0.44203207,0.1461883,-0.88500652,0.0208019,-0.98803538,-0.15281709,-0.89675796,0.04914023,-0.43978424,0.04097797,-0.018197,0.04729434,
0.44299756,0.14767605,-0.88427656,0.01912907,-0.9876728,-0.1553603,-0.89631876,0.05190885,-0.44036164,0.04106566,-0.01399779,0.00980292,
0.44429939,0.14858162,-0.8834713,0.01850716,-0.98746271,-0.15676354,-0.89568718,0.0532994,-0.44147888,-0.00414062,-0.00482178,-0.00634838,
0.44691332,0.15076627,-0.8817812,0.01740101,-0.98697465,-0.1599328,-0.89440805,0.05613222,-0.44371568,-0.0126992,0.01243216,-0.0356363,
0.44824889,0.15306473,-0.88070653,0.01625298,-0.98646339,-0.16317285,-0.89376096,0.05882793,-0.44466876,-0.01548685,-0.00623167,-0.03020141,
0.44853467,0.1541804,-0.8803664,0.01565378,-0.98621236,-0.16474204,-0.89362831,0.06011145,-0.44476388,-0.022827,-0.00492597,-0.02664571,
0.447891597,0.156319078,-0.880316674,0.014403814,-0.985731239,-0.167709255,-0.893971829,0.062435647,-0.443752313,0.00645745406,0.0254405141,0.000591821969,
0.45027986,0.15679405,-0.87901287,0.01332345,-0.98553118,-0.16896926,-0.89278804,0.06437196,-0.44585383,-0.08182222,0.01578838,-0.00920624,
0.45206776,0.15604124,-0.87822881,0.01286278,-0.98561756,-0.16850067,-0.89189084,0.06487726,-0.44757302,-0.0765958,0.01836687,-0.06655633,
0.45211419,0.15451693,-0.87847441,0.01204936,-0.98584905,-0.167202,-0.89187868,0.06500934,-0.44757819,-0.02686378,-0.00622106,-0.06178495,
0.45162501,0.15379501,-0.87885263,0.01186803,-0.98597966,-0.16644298,-0.89212891,0.06473957,-0.44711832,-0.03060509,-0.04010606,-0.03599109,
0.45150466,0.15231811,-0.87917153,0.01151402,-0.98623382,-0.16495378,-0.89219438,0.06435459,-0.44704281,0.00637721,0.00695473,0.07420272,
0.45505187,0.15068828,-0.87762225,0.01181466,-0.98651248,-0.16325884,-0.89038654,0.06392243,-0.45069465,0.00647975,-0.02230924,0.05545982,
0.45760277,0.14995787,-0.87642019,0.01195763,-0.98662446,-0.16257071,-0.88907634,0.0639129,-0.45327524,0.01395889,-0.0442276,-0.01431892,
0.46056172,0.14889731,-0.87504996,0.01141964,-0.98674225,-0.16189227,-0.88755419,0.06456862,-0.45615601,0.05356377,0.03077918,-0.03228338,
0.46069135,0.14812092,-0.87511347,0.01065886,-0.98682831,-0.16141848,-0.88749635,0.06503637,-0.45620196,0.01913966,-0.00763851,-0.02430197,
0.45991944,0.14801181,-0.87553793,0.01013547,-0.98682071,-0.16150027,-0.88790283,0.06540313,-0.45535824,0.00272288,-0.01086611,-0.02323697,
0.45819487,0.14791494,-0.87645801,0.00895659,-0.9867747,-0.16185015,-0.88880664,0.06630883,-0.45345992,0.04174418,-0.00646096,0.02760477,
0.45867398,0.14782165,-0.8762231,0.00848492,-0.98674992,-0.1620263,-0.8885641,0.06688256,-0.45385074,-0.01004333,-0.00355059,0.00189492,
0.45949471,0.14775081,-0.87580494,0.00830445,-0.98673797,-0.16210857,-0.88814168,0.06721495,-0.45462786,-0.02152251,0.01576,-0.02705419,
0.46012681,0.1473878,-0.87553422,0.00774377,-0.9867537,-0.16204088,-0.88781945,0.06777942,-0.45517319,-0.02584586,-0.00402731,-0.03351128,
0.45919849,0.14702295,-0.87608269,0.00702847,-0.98677931,-0.16191594,-0.88830582,0.06819403,-0.45416079,-0.00481059,-0.01756948,0.00577238,
0.45881552,0.14687154,-0.87630868,0.00679184,-0.98679445,-0.16183321,-0.8885055,0.06829982,-0.45375398,0.01410759,-0.03181571,0.00549228,
0.45875716,0.1467713,-0.87635608,0.00629849,-0.98677592,-0.16196717,-0.88853932,0.06878387,-0.45361489,0.02942925,-0.0154615,-0.00625498,
0.45847308,0.14742494,-0.87639504,0.00591689,-0.9866292,-0.16287293,-0.88868856,0.06948731,-0.45321517,0.043745,-0.05701566,-0.05061634,
0.45812479,0.148163,-0.87645265,0.00581593,-0.98648868,-0.16372444,-0.88886878,0.06990883,-0.45279647,0.05858209,-0.04369438,-0.02511043,
0.4582819,0.1498892,-0.87607699,0.00533108,-0.9861233,-0.16592846,-0.88879089,0.07137157,-0.45272149,0.11078778,0.00389713,0.0570621,
0.46202848,0.15198244,-0.87374544,0.00518334,-0.98565273,-0.16870708,-0.88684998,0.07341856,-0.45618748,0.05217871,-0.01579386,-0.02415102,
0.46311524,0.15371105,-0.87286725,0.00482082,-0.9852685,-0.17094702,-0.88628499,0.07496024,-0.45703391,0.07083829,-0.02827394,-0.03914126,
0.46112913,0.15873546,-0.87301943,0.00331365,-0.98417007,-0.177195,-0.88732682,0.07881689,-0.45435542,0.09278964,-0.03669584,0.05899706,
0.45802673,0.16569045,-0.87336023,0.00117609,-0.98258748,-0.18579584,-0.88893759,0.0840723,-0.45024609,0.16345742,-0.06287587,0.08577235,
0.458499182,0.169413944,-0.872397507,7.70556165e-05,-0.981669079,-0.190593279,-0.888694824,0.0873196389,-0.45010752,0.247086048,0.0302321315,0.0331132561,
0.46377091,0.1752215,-0.86845492,-0.00190396,-0.98004763,-0.19875346,-0.8859531,0.09382957,-0.45418395,-0.04153764,0.09418875,-0.01351453,
0.46628351,0.182159,-0.86567763,-0.00334331,-0.97820015,-0.20763722,-0.88462901,0.09971204,-0.45550957,-0.06932463,-0.0037151,-0.05058046,
0.46642198,0.18562195,-0.86486706,-0.00479478,-0.97718953,-0.21231496,-0.88454935,0.10317521,-0.45489266,-0.00861073,0.01080793,-0.01559632,
0.46509029,0.1929832,-0.86397248,-0.00743481,-0.97506381,-0.22179966,-0.885232,0.10958034,-0.45205786,0.06658798,-0.01835638,0.00377117,
0.46082208,0.20134204,-0.864352,-0.01145277,-0.9724957,-0.23263897,-0.88741863,0.1171044,-0.44584156,0.15622257,0.0092085,0.06127994,
0.45883391,0.20626009,-0.86425002,-0.01351843,-0.97094943,-0.23890176,-0.88841915,0.12129952,-0.4427161,0.22411448,0.0037871,0.04110555,
0.45453732,0.21816026,-0.8635982,-0.01805151,-0.96708694,-0.25380442,-0.89054471,0.13095282,-0.4356389,0.23368718,-0.09863138,-0.05323939,
0.44511665,0.23551422,-0.86394685,-0.02370143,-0.96135766,-0.27427997,-0.89515884,0.14256335,-0.42233423,0.32605013,-0.09698915,-0.13164786,
0.43755699,0.24672422,-0.8646797,-0.02688735,-0.95759994,-0.28684362,-0.89878858,0.14875937,-0.41237074,0.38843539,-0.02524847,-0.16199005,
0.41889038,0.27266763,-0.8661311,-0.03396145,-0.9484782,-0.31501635,-0.90740142,0.16137237,-0.38804807,0.35307398,0.05999821,-0.14513212,
0.39894827,0.30135248,-0.86604095,-0.04081072,-0.93768484,-0.34508187,-0.9160648,0.17301357,-0.3617893,0.27341437,0.19461924,-0.07031471,
0.38858996,0.31604686,-0.86551268,-0.04353386,-0.93198774,-0.35986605,-0.92038178,0.17751944,-0.34840232,0.30511239,0.25464791,0.00141685,
0.36618962,0.3450871,-0.86418743,-0.04729299,-0.92059221,-0.38765055,-0.92933761,0.18282359,-0.32079098,0.30138403,0.24842077,0.12644343,
0.32767352,0.3857521,-0.86245315,-0.0512948,-0.9042408,-0.42393111,-0.94339756,0.18315037,-0.27650874,0.25989586,0.18199283,0.19515806,
0.30314435,0.40425979,-0.86294693,-0.0532155,-0.89696363,-0.4388895,-0.95145756,0.178969,-0.25039644,0.36009681,0.14993531,0.00662899,
0.27583169,0.41141948,-0.86870648,-0.05545623,-0.89545036,-0.44169383,-0.95960489,0.17000836,-0.22417788,0.34604925,0.02473563,0.00338417,
0.23226929,0.40050174,-0.88636858,-0.0556517,-0.90432588,-0.42319899,-0.97105807,0.14762403,-0.18775846,0.2617884,-0.03050721,-0.01369822,
0.20344949,0.37868084,-0.90288931,-0.05324153,-0.91653276,-0.39640004,-0.97763676,0.12871859,-0.16630656,0.19443959,-0.0187816,0.10838468,
0.17229048,0.28458165,-0.94304248,-0.02589132,-0.95571946,-0.29313746,-0.98470578,0.07492139,-0.15729301,0.13480005,0.01392823,0.1248427,
0.17570162,0.26058347,-0.94932879,-0.01802279,-0.96331733,-0.26775888,-0.98427846,0.06415521,-0.16455994,0.08405054,0.02441376,0.07663708,
0.18721893,0.20839706,-0.95995827,-0.0036518,-0.97708326,-0.2128269,-0.98231149,0.04335082,-0.18216758,0.05419971,0.01212877,0.02237841,
0.20131496,0.15352104,-0.96742101,0.008188,-0.98787055,-0.15506234,-0.97949225,0.02329511,-0.20012998,-0.02211975,0.00678271,0.05249856,
0.209333293,0.125907546,-0.969704468,0.0132684766,-0.991950049,-0.125931637,-0.97775427,0.0134951757,-0.209318665,-0.0601150617,-0.000514447689,0.0824602991,
0.22827711,0.0716203,-0.9709583,0.02149428,-0.99741818,-0.06851864,-0.97335887,-0.00522881,-0.22922709,-0.02299978,0.01585513,0.08204566,
0.25373877,0.01691866,-0.96712474,0.02640923,-0.9995953,-0.01055786,-0.96691213,-0.02286209,-0.25408277,-0.0922616,0.01921219,0.03423939,
0.26702145,-0.01049863,-0.96363333,0.02719015,-0.9994603,0.01842331,-0.96330686,-0.03112075,-0.26659174,-0.1142392,-0.00552893,0.0091425,
0.3197117,-0.11315074,-0.94073441,0.0213205,-0.99173337,0.1265307,-0.94727491,-0.06051027,-0.31465621,-0.24255714,-0.09453243,-0.01617973,
0.33281607,-0.13588276,-0.93315024,0.01839363,-0.98843981,0.15049412,-0.94281237,-0.06725088,-0.32646929,-0.16554987,-0.12365997,-0.06402664,
0.35534974,-0.1755965,-0.91809174,0.01322011,-0.98115397,0.19277482,-0.93463993,-0.08063976,-0.3463314,-0.16694149,-0.2058,-0.19610694,
0.36548909,-0.20705014,-0.90749547,0.01265452,-0.97375122,0.22726329,-0.93072963,-0.09454618,-0.35327538,-0.19415936,-0.26121485,-0.1860839,
0.36536684,-0.22036301,-0.90440427,0.01479111,-0.97007836,0.24234028,-0.93074603,-0.10192023,-0.35117493,-0.18885574,-0.24303192,-0.14169392,
0.35925849,-0.2428435,-0.9010884,0.02291014,-0.96296435,0.26865322,-0.9329568,-0.11716,-0.34038946,-0.18191358,-0.24995446,-0.08472755,
0.34614032,-0.25835526,-0.90190876,0.03527989,-0.95707148,0.28769679,-0.93751916,-0.1314027,-0.32216626,-0.16839854,-0.26780051,-0.05568661,
0.33736608,-0.26325782,-0.90381385,0.04259163,-0.95484947,0.29402133,-0.94040954,-0.13768774,-0.31092127,-0.15398659,-0.26580727,0.01315273,
0.32004661,-0.26733767,-0.9089008,0.05629398,-0.95230014,0.29992537,-0.94572781,-0.14715573,-0.28973085,-0.11792906,-0.24929756,0.2043494,
0.31526685,-0.26341447,-0.91171249,0.06313732,-0.95275508,0.29710526,-0.94690049,-0.15123052,-0.28374084,-0.16785406,-0.29723644,0.27074948,
0.32032663,-0.25767092,-0.91159009,0.06270731,-0.95441793,0.29181161,-0.94522938,-0.15063838,-0.28956756,-0.25975016,-0.31406856,0.23593017,
0.33880381,-0.23974697,-0.90979859,0.05861509,-0.95973238,0.27473325,-0.93902948,-0.14640861,-0.31110831,-0.18390967,-0.08112413,0.44521478,
0.37549876,-0.21739084,-0.90096719,0.05002459,-0.96593205,0.25391486,-0.92547188,-0.14041522,-0.35183138,0.1325416,0.33604902,0.06917609,
0.39941369,-0.2100142,-0.89239153,0.04398985,-0.96789574,0.24747211,-0.91571475,-0.13809991,-0.37735223,0.04705408,0.41184443,-0.15256169,
0.45039585,-0.19883847,-0.87040615,0.03001518,-0.97096254,0.2373414,-0.89232432,-0.13302298,-0.43134936,-0.02153866,0.13758045,-0.59553254,
0.48346082,-0.18373312,-0.85586666,0.02244202,-0.9748014,0.22194245,-0.87507826,-0.12650785,-0.46715491,0.08522967,-0.00763637,-0.74403071,
0.49021089,-0.1735663,-0.85414756,0.02246719,-0.97713036,0.21145123,-0.87131426,-0.122846,-0.47510043,-0.08172372,0.009978,-0.61771524,
0.49199449,-0.14835194,-0.85786545,0.02715622,-0.98228,0.1854415,-0.87017467,-0.11453258,-0.47924767,-0.08970578,0.18198782,0.00702593,
0.49541479,-0.11962538,-0.8603801,0.03256095,-0.98721863,0.15600963,-0.86804605,-0.10530427,-0.48518755,-0.1266107,0.04009944,0.33410794,
0.5018802,-0.10428084,-0.85862786,0.03464427,-0.98948525,0.14042361,-0.86424306,-0.10022237,-0.49299034,-0.3106491,-0.07941478,0.40467519,
0.51631546,-0.06933201,-0.85358739,0.04023047,-0.99365362,0.10504327,-0.85545302,-0.08857568,-0.51024949,-0.36413124,0.18227655,-0.11514563,
0.52311561,-0.03541557,-0.8515256,0.04715267,-0.99640328,0.07040832,-0.85095636,-0.0769834,-0.51956422,-0.31391379,-0.04944557,-0.50290781,
0.51564261,-0.01930836,-0.85658619,0.05196645,-0.99720075,0.05376042,-0.8552264,-0.0722349,-0.51319581,-0.32493621,-0.04778832,-0.43019569,
0.48370952,0.01116765,-0.87515733,0.06255124,-0.99780272,0.02184009,-0.8729905,-0.06530643,-0.48334521,-0.23406753,0.02307683,0.0705535,
0.46208744,0.03786818,-0.8860255,0.0704544,-0.99749759,-0.00588846,-0.88403131,-0.05970341,-0.46359908,-0.14916466,0.01100606,0.17496519,
0.46011435,0.04991168,-0.88645562,0.0731697,-0.99715398,-0.01816583,-0.8848395,-0.05650333,-0.46245683,-0.15909062,0.00749761,0.0773658,
0.46223589,0.07138067,-0.88387937,0.07814818,-0.9961557,-0.03957935,-0.88330674,-0.05077857,-0.46603715,-0.16729625,0.08491033,-0.00128086,
0.46372594,0.08970825,-0.88142538,0.0837482,-0.99484446,-0.05719093,-0.88201163,-0.04729687,-0.4688481,-0.14128792,0.05115002,-0.07331815,
0.46137821,0.09815718,-0.88175696,0.08659368,-0.99409787,-0.06535293,-0.88296755,-0.04620216,-0.4671549,-0.13484672,0.04447669,-0.08717699,
0.44629387,0.11274658,-0.88775557,0.08945878,-0.99268314,-0.08109972,-0.89040377,-0.04322323,-0.45311453,-0.13367832,0.02933317,0.01326452,
0.43136907,0.12660312,-0.89324819,0.09169223,-0.99113001,-0.09619607,-0.89750388,-0.04040792,-0.43915131,-0.05162015,-0.01103097,0.09003781,
0.427576282,0.133522236,-0.894063927,0.0932189097,-0.990271343,-0.10330923,-0.899160012,-0.039171092,-0.435863306,0.000354027376,0.0110576749,0.0678085685,
0.42476255,0.14676495,-0.89332906,0.09552029,-0.98852912,-0.11698711,-0.90025143,-0.0356393,-0.43390916,0.03731072,0.04008263,-0.02896436,
0.418494238,0.159872616,-0.894037629,0.097159474,-0.986616725,-0.130947872,-0.903007515,-0.0320633011,-0.428426517,0.0339846388,0.000664770603,-0.0742546096,
0.41138316,0.16634752,-0.89615417,0.09747167,-0.98559539,-0.13820521,-0.90623566,-0.03049436,-0.42167143,-0.00525391,-0.01628119,0.02192993,
0.39498801,0.17926671,-0.90102599,0.09719797,-0.9834264,-0.15305175,-0.91352994,-0.02712431,-0.40586593,0.0279732,-0.00298989,0.15005593,
0.38568991,0.19178591,-0.90247516,0.09679282,-0.9811698,-0.16714315,-0.91753714,-0.0228877,-0.39699074,0.06674305,-0.07430404,0.05508446,
0.38409598,0.19844676,-0.90171454,0.0969365,-0.97989847,-0.17436202,-0.91819036,-0.02043731,-0.39561174,0.09612821,-0.07427037,0.00258128,
0.38333333,0.21297614,-0.89871951,0.09730368,-0.9769482,-0.19001135,-0.91847024,-0.01461102,-0.3952202,0.10392331,-0.01743644,-0.01622361,
0.38100898,0.22951943,-0.89562991,0.09791209,-0.97326657,-0.2077624,-0.91937224,-0.00853367,-0.39329597,0.07921971,-0.05076277,-0.02942264,
0.37804934,0.23840794,-0.89456152,0.09776642,-0.97115096,-0.21750274,-0.92060871,-0.00523132,-0.39045124,0.0552811,-0.04203814,0.00579334,
0.37051067,0.25699488,-0.89256677,0.09704278,-0.96641146,-0.23797371,-0.92374483,0.00155463,-0.38300523,0.06765361,-0.02288717,0.02914085,
0.3651593,0.27642255,-0.88895962,0.09657421,-0.96099598,-0.25915239,-0.92592227,0.00878132,-0.37761185,0.09791569,-0.03095245,-0.05306775,
0.362852457,0.286401551,-0.886742402,0.0964134392,-0.958028311,-0.269973544,-0.926845394,0.0124666467,-0.375235732,0.0949400142,-0.0144360065,3.72193754e-05,
0.36033211,0.30733148,-0.88074293,0.09641171,-0.95138173,-0.29253635,-0.92782839,0.0204963,-0.37244372,0.12693995,-0.01225954,0.05314523,
0.3606888,0.32913437,-0.87268221,0.09693694,-0.9438271,-0.31590175,-0.92763512,0.0293471,-0.37233323,0.12490519,0.01997358,0.01869826,
0.3604214,0.34008377,-0.8685847,0.09695101,-0.93978344,-0.32773072,-0.9277375,0.03391099,-0.37168947,0.04471486,0.01050001,-0.008514,
0.35513902,0.36275432,-0.86156,0.09491644,-0.9308681,-0.35281103,-0.92998237,0.04352076,-0.36501898,0.13209803,-0.0031606,0.01948327,
0.34958747,0.38573347,-0.85381394,0.09184719,-0.92103457,-0.3784961,-0.93239083,0.05389707,-0.35741064,0.19907908,0.03033155,0.11903906,
0.34974087,0.39733073,-0.84841592,0.09072144,-0.91571598,-0.39145083,-0.93244351,0.05993683,-0.35630968,0.27389669,0.01295167,0.03881849,
0.3555261,0.42224115,-0.8338546,0.08962117,-0.90343097,-0.41926147,-0.93035968,0.07432734,-0.35903493,0.24400115,0.02564412,-0.01250963,
0.36051465,0.44994627,-0.81705411,0.08770472,-0.88843033,-0.45055417,-0.92862099,0.09077184,-0.35975445,0.301902,0.17067617,-0.10790122,
0.35980446,0.46457565,-0.8091416,0.08517976,-0.8799555,-0.46735687,-0.92913135,0.09923457,-0.35618427,0.35060534,0.18224901,-0.11086874,
